h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers
2.0,5.0,"[2, 42, 8]",420.0,48.0,48.0,True,False,,,,,,,,,
2.0,5.0,"[2, 7, 8]",70.0,48.0,48.0,True,False,,,,,,,,,
2.0,5.0,"[2, 5, 8]",50.0,45.0,48.0,False,False,,,,,,,,,
2.0,5.0,"[2, 6, 8]",60.0,48.0,48.0,True,True,,,,,,,,,
3.0,5.0,"[2, 7, 214, 8]",3224.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 22, 46, 8]",1424.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 127, 22, 8]",3224.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 263, 9, 8]",2965.0,117.0,208.0,False,False,,,,,,,,,
3.0,5.0,"[2, 290, 13, 8]",4454.0,169.0,208.0,False,False,,,,,,,,,
3.0,5.0,"[2, 54, 42, 8]",2712.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 65, 35, 8]",2685.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 99, 16, 8]",1910.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 12, 149, 8]",3004.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 88, 22, 8]",2288.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 6, 59, 8]",838.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 74, 24, 8]",2116.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 11, 58, 8]",1124.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 205, 14, 8]",3392.0,182.0,208.0,False,False,,,,,,,,,
3.0,5.0,"[2, 82, 18, 8]",1784.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 65, 30, 8]",2320.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 2, 148, 8]",1484.0,50.0,208.0,False,False,,,,,,,,,
3.0,5.0,"[2, 1, 169, 8]",1523.0,9.0,208.0,False,False,,,,,,,,,
3.0,5.0,"[2, 3, 147, 8]",1623.0,163.0,208.0,False,False,,,,,,,,,
3.0,5.0,"[2, 52, 16, 8]",1064.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 49, 43, 8]",2549.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 37, 35, 8]",1649.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 21, 44, 8]",1318.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 212, 15, 8]",3724.0,195.0,208.0,False,False,,,,,,,,,
3.0,5.0,"[2, 37, 21, 8]",1019.0,208.0,208.0,True,False,,,,,,,,,
3.0,5.0,"[2, 1, 263, 8]",2369.0,9.0,208.0,False,False,,,,,,,,,
3.0,5.0,"[2, 300, 4, 8]",1832.0,52.0,208.0,False,False,,,,,,,,,
