h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,2,"[6, 16, 2]",128,42,42,True,False
2,2,"[6, 6, 2]",48,42,42,True,True
3,2,"[6, 112, 9, 2]",1698,198,252,False,False
3,2,"[6, 80, 18, 2]",1956,252,252,True,False
3,2,"[6, 12, 15, 2]",282,216,252,False,False
3,2,"[6, 117, 15, 2]",2487,252,252,True,False
3,2,"[6, 59, 21, 2]",1635,252,252,True,False
3,2,"[6, 113, 15, 2]",2403,252,252,True,False
3,2,"[6, 22, 11, 2]",396,242,252,False,False
3,2,"[6, 38, 17, 2]",908,252,252,True,False
3,2,"[6, 76, 16, 2]",1704,252,252,True,False
3,2,"[6, 37, 10, 2]",612,220,252,False,False
3,2,"[6, 17, 14, 2]",368,252,252,True,False
3,2,"[6, 93, 11, 2]",1603,242,252,False,False
3,2,"[6, 34, 13, 2]",672,252,252,True,False
3,2,"[6, 119, 9, 2]",1803,198,252,False,False
3,2,"[6, 9, 20, 2]",274,135,252,False,False
3,2,"[6, 114, 10, 2]",1844,220,252,False,False
3,2,"[6, 14, 20, 2]",404,252,252,True,False
3,2,"[6, 118, 11, 2]",2028,242,252,False,False
3,2,"[6, 108, 12, 2]",1968,252,252,True,False
3,2,"[6, 122, 1, 2]",856,22,252,False,False
3,2,"[6, 121, 9, 2]",1833,198,252,False,False
3,2,"[6, 14, 19, 2]",388,252,252,True,False
3,2,"[6, 123, 6, 2]",1488,132,252,False,False
3,2,"[6, 22, 13, 2]",444,252,252,True,False
3,2,"[6, 19, 13, 2]",387,252,252,True,False
3,2,"[6, 125, 10, 2]",2020,220,252,False,False
3,2,"[6, 15, 18, 2]",396,252,252,True,False
3,2,"[6, 10, 18, 2]",276,160,252,False,False
3,2,"[6, 14, 17, 2]",356,252,252,True,False
3,2,"[6, 12, 20, 2]",352,216,252,False,False
3,2,"[6, 59, 12, 2]",1086,252,252,True,False
3,2,"[6, 49, 12, 2]",906,252,252,True,False
3,2,"[6, 126, 9, 2]",1908,198,252,False,False
3,2,"[6, 44, 12, 2]",816,252,252,True,False
3,2,"[6, 124, 11, 2]",2130,242,252,False,False
3,2,"[6, 18, 12, 2]",348,252,252,True,False
3,2,"[6, 16, 13, 2]",330,252,252,True,False
3,2,"[6, 13, 12, 2]",258,233,252,False,False
3,2,"[6, 14, 14, 2]",308,252,252,True,False
3,2,"[6, 15, 13, 2]",311,252,252,True,False
3,2,"[6, 13, 18, 2]",348,247,252,False,False
3,2,"[6, 14, 13, 2]",292,252,252,True,True
3,2,"[6, 126, 11, 2]",2164,242,252,False,False
3,2,"[6, 17, 12, 2]",330,252,252,True,False
3,2,"[6, 16, 12, 2]",312,252,252,True,False
3,2,"[6, 13, 20, 2]",378,247,252,False,False
3,2,"[6, 11, 21, 2]",339,187,252,False,False
3,2,"[6, 14, 12, 2]",276,250,252,False,False
3,2,"[6, 15, 12, 2]",294,252,252,True,True
3,2,"[6, 12, 21, 2]",366,216,252,False,False
3,2,"[6, 13, 21, 2]",393,247,252,False,False
