h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal
2,7,"[5, 325, 4]",2925,1320,1320,True,False
2,7,"[5, 231, 4]",2079,1320,1320,True,False
2,7,"[5, 227, 4]",2043,1320,1320,True,False
2,7,"[5, 186, 4]",1674,1320,1320,True,False
2,7,"[5, 165, 4]",1485,1320,1320,True,True
2,7,"[5, 152, 4]",1368,1216,1320,False,False
2,7,"[5, 155, 4]",1395,1240,1320,False,False
2,7,"[5, 157, 4]",1413,1256,1320,False,False
2,7,"[5, 163, 4]",1467,1304,1320,False,False
2,7,"[5, 164, 4]",1476,1312,1320,False,False
