h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa
2.0,1.0,"[2, 218, 5]",1526.0,10.0,10.0,True,False,,,,,,,,
2.0,1.0,"[2, 52, 5]",364.0,10.0,10.0,True,False,,,,,,,,
2.0,1.0,"[2, 47, 5]",329.0,10.0,10.0,True,False,,,,,,,,
2.0,1.0,"[2, 4, 5]",28.0,10.0,10.0,True,False,,,,,,,,
2.0,1.0,"[2, 3, 5]",21.0,10.0,10.0,True,False,,,,,,,,
2.0,1.0,"[2, 2, 5]",14.0,10.0,10.0,True,True,,,,,,,,
3.0,1.0,"[2, 69, 261, 5]",19452.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 54, 21, 5]",1347.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 148, 6, 5]",1214.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 50, 228, 5]",12640.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 33, 221, 5]",8464.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 78, 18, 5]",1650.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 36, 165, 5]",6837.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 8, 141, 5]",1849.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 26, 88, 5]",2780.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 46, 86, 5]",4478.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 42, 38, 5]",1870.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 15, 117, 5]",2370.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 11, 40, 5]",662.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 95, 6, 5]",790.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 174, 4, 5]",1064.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 3, 189, 5]",1518.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 29, 3, 5]",160.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 7, 149, 5]",1802.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 182, 2, 5]",738.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 6, 180, 5]",1992.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 6, 107, 5]",1189.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 20, 18, 5]",490.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 6, 71, 5]",793.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 167, 5]",1004.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 4, 68, 5]",620.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 5, 31, 5]",320.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 54, 1, 5]",167.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 95, 1, 5]",290.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 11, 12, 5]",214.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 19, 8, 5]",230.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 156, 1, 5]",473.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 5, 11, 5]",120.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 4, 62, 5]",566.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 2, 38, 5]",270.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 145, 2, 5]",590.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 183, 1, 5]",554.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 1, 286, 5]",1718.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 289, 1, 5]",872.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 15, 5, 5]",130.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 10, 7, 5]",125.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 14, 2, 5]",66.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 4, 9, 5]",89.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 297, 1, 5]",896.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 2, 22, 5]",158.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 2, 5, 5]",39.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 287, 5]",1724.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 8, 2, 5]",42.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 6, 2, 5]",34.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 3, 3, 5]",30.0,10.0,10.0,True,False,,,,,,,,
3.0,1.0,"[2, 1, 297, 5]",1784.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 2, 2, 5]",18.0,10.0,10.0,True,True,,,,,,,,
3.0,1.0,"[2, 300, 1, 5]",905.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 1, 299, 5]",1796.0,6.0,10.0,False,False,,,,,,,,
3.0,1.0,"[2, 1, 300, 5]",1802.0,6.0,10.0,False,False,,,,,,,,
2.0,1.0,"[2, 1, 5]",7.0,6.0,10.0,False,False,6.0,0.0,4.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.019071000000622,nonfilling,[[2]]
3.0,1.0,"[2, 1, 2, 5]",14.0,6.0,10.0,False,False,10.0,4.0,4.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0189551999992545,nonfilling,"[[2, 2]]"
3.0,1.0,"[2, 2, 1, 5]",11.0,6.0,10.0,False,False,8.0,2.0,4.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0270291999986511,nonfilling,"[[2, 2]]"
3.0,1.0,"[2, 1, 1, 5]",8.0,6.0,10.0,False,False,6.0,0.0,4.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0173233999994408,nonfilling,"[[2, 2]]"
