h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,is_unimodal,expected_dimension,defect
2,3,"[2, 3, 2]",12,8,8,True,True,True,8,0
2,3,"[2, 30, 2]",120,8,8,True,False,True,8,0
2,3,"[2, 23, 2]",92,8,8,True,False,True,8,0
2,3,"[2, 22, 2]",88,8,8,True,False,True,8,0
2,3,"[2, 5, 2]",20,8,8,True,False,True,8,0
2,3,"[2, 4, 2]",16,8,8,True,False,True,8,0
2,3,"[2, 2, 2]",8,6,8,False,False,True,6,0
3,3,"[2, 3, 5, 2]",31,20,20,True,True,True,20,0
3,3,"[2, 4, 4, 2]",32,20,20,True,True,True,20,0
3,3,"[2, 19, 24, 2]",542,20,20,True,False,True,20,0
3,3,"[2, 26, 23, 2]",696,20,20,True,False,True,20,0
3,3,"[2, 13, 21, 2]",341,20,20,True,False,True,20,0
3,3,"[2, 17, 2, 2]",72,10,20,False,False,True,20,10
3,3,"[2, 5, 14, 2]",108,20,20,True,False,True,20,0
3,3,"[2, 3, 11, 2]",61,20,20,True,False,True,20,0
3,3,"[2, 16, 4, 2]",104,20,20,True,False,True,20,0
3,3,"[2, 27, 3, 2]",141,15,20,False,False,True,20,5
3,3,"[2, 13, 5, 2]",101,20,20,True,False,True,20,0
3,3,"[2, 9, 4, 2]",62,20,20,True,False,True,20,0
3,3,"[2, 8, 6, 2]",76,20,20,True,False,True,20,0
3,3,"[2, 2, 27, 2]",112,10,20,False,False,True,20,10
3,3,"[2, 6, 9, 2]",84,20,20,True,False,True,20,0
3,3,"[2, 29, 2, 2]",120,10,20,False,False,True,20,10
3,3,"[2, 3, 8, 2]",46,20,20,True,False,True,20,0
3,3,"[2, 6, 6, 2]",60,20,20,True,False,True,20,0
3,3,"[2, 7, 4, 2]",50,20,20,True,False,True,20,0
3,3,"[2, 2, 30, 2]",124,10,20,False,False,True,20,10
3,3,"[2, 29, 3, 2]",151,15,20,False,False,True,20,5
3,3,"[2, 30, 2, 2]",124,10,20,False,False,True,20,10
3,3,"[2, 30, 3, 2]",156,15,20,False,False,True,20,5
3,3,"[2, 3, 4, 2]",26,19,20,False,False,True,19,0
4,3,"[2, 3, 5, 8, 2]",77,56,56,True,True,True,56,0
4,3,"[2, 4, 5, 7, 2]",77,56,56,True,True,True,56,0
4,3,"[2, 3, 6, 6, 2]",72,56,56,True,True,True,56,0
4,3,"[2, 22, 13, 27, 2]",735,56,56,True,False,False,56,0
4,3,"[2, 23, 3, 9, 2]",160,29,56,False,False,False,56,27
4,3,"[2, 26, 2, 20, 2]",184,14,56,False,False,False,56,42
4,3,"[2, 15, 6, 14, 2]",232,56,56,True,False,False,56,0
4,3,"[2, 29, 3, 26, 2]",275,29,56,False,False,False,56,27
4,3,"[2, 20, 4, 23, 2]",258,52,56,False,False,False,56,4
4,3,"[2, 7, 5, 11, 2]",126,56,56,True,False,False,56,0
4,3,"[2, 11, 3, 28, 2]",195,29,56,False,False,False,56,27
4,3,"[2, 30, 3, 16, 2]",230,29,56,False,False,False,56,27
4,3,"[2, 26, 6, 8, 2]",272,56,56,True,False,False,56,0
4,3,"[2, 29, 5, 10, 2]",273,56,56,True,False,False,56,0
4,3,"[2, 7, 6, 9, 2]",128,56,56,True,False,False,56,0
4,3,"[2, 22, 4, 25, 2]",282,52,56,False,False,False,56,4
4,3,"[2, 26, 4, 13, 2]",234,52,56,False,False,False,56,4
4,3,"[2, 4, 3, 29, 2]",165,29,56,False,False,False,56,27
4,3,"[2, 26, 2, 27, 2]",212,14,56,False,False,False,56,42
4,3,"[2, 18, 3, 27, 2]",225,29,56,False,False,False,56,27
4,3,"[2, 8, 4, 26, 2]",204,52,56,False,False,False,56,4
4,3,"[2, 8, 5, 8, 2]",112,56,56,True,False,False,56,0
4,3,"[2, 29, 4, 29, 2]",348,52,56,False,False,False,56,4
4,3,"[2, 10, 6, 7, 2]",136,56,56,True,False,False,56,0
4,3,"[2, 9, 5, 6, 2]",105,51,56,False,False,False,56,5
4,3,"[2, 30, 3, 26, 2]",280,29,56,False,False,False,56,27
4,3,"[2, 30, 3, 30, 2]",300,29,56,False,False,False,56,27
4,3,"[2, 22, 5, 6, 2]",196,51,56,False,False,False,56,5
4,3,"[2, 7, 6, 7, 2]",112,56,56,True,False,False,56,0
4,3,"[2, 25, 4, 30, 2]",330,52,56,False,False,False,56,4
4,3,"[2, 30, 4, 10, 2]",240,52,56,False,False,False,56,4
4,3,"[2, 30, 4, 21, 2]",306,52,56,False,False,False,56,4
4,3,"[2, 30, 4, 23, 2]",318,52,56,False,False,False,56,4
4,3,"[2, 30, 4, 30, 2]",360,52,56,False,False,False,56,4
4,3,"[2, 28, 5, 6, 2]",238,51,56,False,False,False,56,5
4,3,"[2, 29, 5, 6, 2]",245,51,56,False,False,False,56,5
4,3,"[2, 30, 5, 6, 2]",252,51,56,False,False,False,56,5
4,3,"[2, 10, 17, 8, 2]",342,56,56,True,False,True,56,0
4,3,"[2, 7, 30, 20, 2]",864,56,56,True,False,True,56,0
4,3,"[2, 20, 13, 3, 2]",345,33,56,False,False,True,56,23
4,3,"[2, 15, 28, 7, 2]",660,56,56,True,False,True,56,0
4,3,"[2, 9, 10, 25, 2]",408,56,56,True,False,True,56,0
4,3,"[2, 5, 30, 26, 2]",992,56,56,True,False,True,56,0
