h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,is_unimodal,expected_dimension,defect
2,2,"[2, 2, 1]",6,3,3,True,True,True,3,0
2,2,"[2, 6, 1]",18,3,3,True,False,True,3,0
2,2,"[2, 1, 1]",3,2,3,False,False,True,2,0
2,2,"[2, 3, 1]",9,3,3,True,False,True,3,0
3,2,"[2, 2, 2, 1]",10,5,5,True,True,True,5,0
3,2,"[2, 1, 8, 1]",18,2,5,False,False,False,5,3
3,2,"[2, 1, 11, 1]",24,2,5,False,False,False,5,3
3,2,"[2, 1, 12, 1]",26,2,5,False,False,False,5,3
3,2,"[2, 3, 9, 1]",42,5,5,True,False,True,5,0
3,2,"[2, 4, 2, 1]",18,5,5,True,False,True,5,0
3,2,"[2, 2, 5, 1]",19,5,5,True,False,True,5,0
3,2,"[2, 6, 1, 1]",19,3,5,False,False,True,5,2
3,2,"[2, 7, 1, 1]",22,3,5,False,False,True,5,2
3,2,"[2, 12, 1, 1]",37,3,5,False,False,True,5,2
4,2,"[2, 3, 3, 2, 1]",23,9,9,True,True,True,9,0
4,2,"[2, 5, 1, 11, 1]",37,3,9,False,False,False,9,6
4,2,"[2, 4, 3, 11, 1]",64,9,9,True,False,False,9,0
4,2,"[2, 10, 1, 11, 1]",52,3,9,False,False,False,9,6
4,2,"[2, 7, 2, 3, 1]",37,7,9,False,False,False,9,2
4,2,"[2, 8, 2, 4, 1]",44,7,9,False,False,False,9,2
4,2,"[2, 10, 3, 10, 1]",90,9,9,True,False,False,9,0
4,2,"[2, 6, 2, 8, 1]",48,7,9,False,False,False,9,2
4,2,"[2, 12, 3, 4, 1]",76,9,9,True,False,False,9,0
4,2,"[2, 1, 12, 4, 1]",66,2,9,False,False,False,9,7
4,2,"[2, 9, 3, 4, 1]",61,9,9,True,False,False,9,0
4,2,"[2, 12, 2, 6, 1]",66,7,9,False,False,False,9,2
4,2,"[2, 8, 3, 9, 1]",76,9,9,True,False,False,9,0
4,2,"[2, 1, 12, 7, 1]",105,2,9,False,False,False,9,7
4,2,"[2, 11, 1, 9, 1]",51,3,9,False,False,False,9,6
4,2,"[2, 11, 1, 12, 1]",57,3,9,False,False,False,9,6
4,2,"[2, 11, 2, 11, 1]",77,7,9,False,False,False,9,2
4,2,"[2, 6, 2, 12, 1]",60,7,9,False,False,False,9,2
4,2,"[2, 1, 12, 9, 1]",131,2,9,False,False,False,9,7
4,2,"[2, 12, 1, 9, 1]",54,3,9,False,False,False,9,6
4,2,"[2, 9, 2, 12, 1]",72,7,9,False,False,False,9,2
4,2,"[2, 12, 1, 12, 1]",60,3,9,False,False,False,9,6
4,2,"[2, 12, 2, 9, 1]",75,7,9,False,False,False,9,2
4,2,"[2, 12, 2, 11, 1]",81,7,9,False,False,False,9,2
4,2,"[2, 11, 2, 12, 1]",80,7,9,False,False,False,9,2
4,2,"[2, 12, 2, 12, 1]",84,7,9,False,False,False,9,2
4,2,"[2, 2, 11, 12, 1]",170,7,9,False,False,True,9,2
4,2,"[2, 4, 7, 9, 1]",108,9,9,True,False,True,9,0
4,2,"[2, 7, 11, 5, 1]",151,9,9,True,False,True,9,0
4,2,"[2, 3, 4, 3, 1]",33,9,9,True,False,True,9,0
4,2,"[2, 8, 4, 2, 1]",58,9,9,True,False,True,9,0
4,2,"[2, 3, 3, 1, 1]",19,5,9,False,False,True,9,4
4,2,"[2, 6, 12, 1, 1]",97,5,9,False,False,True,9,4
4,2,"[2, 6, 4, 2, 1]",46,9,9,True,False,True,9,0
4,2,"[2, 11, 11, 1, 1]",155,5,9,False,False,True,9,4
4,2,"[2, 3, 9, 2, 1]",53,9,9,True,False,True,9,0
4,2,"[2, 9, 3, 2, 1]",53,9,9,True,False,True,9,0
