h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,is_unimodal,defect
2.0,7.0,"[2, 7, 6]",56.0,48.0,48.0,True,True,48,,,,,,,,True,0.0
2.0,7.0,"[2, 1, 6]",8.0,7.0,48.0,False,False,7,0.0,41.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.014301000001069,nonfilling,[[7]],False,0.0
2.0,7.0,"[2, 164, 6]",1312.0,48.0,48.0,True,False,48,,,,,,,,True,0.0
2.0,7.0,"[2, 8, 6]",64.0,48.0,48.0,True,False,48,,,,,,,,True,0.0
2.0,7.0,"[2, 6, 6]",48.0,42.0,48.0,False,False,42,,,,,,,,True,0.0
2.0,7.0,"[2, 5, 6]",40.0,35.0,48.0,False,False,35,0.0,13.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.063628100000642,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 4, 6]",32.0,28.0,48.0,False,False,28,0.0,20.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0490932000011525,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 3, 6]",24.0,21.0,48.0,False,False,21,0.0,27.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0365944000004674,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 2, 6]",16.0,14.0,48.0,False,False,14,0.0,34.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0319766000011441,nonfilling,[[7]],True,0.0
3.0,7.0,"[2, 4, 33, 6]",338.0,300.0,300.0,True,True,300,,,,,,,,True,0.0
3.0,7.0,"[2, 5, 30, 6]",340.0,300.0,300.0,True,True,300,,,,,,,,True,0.0
3.0,7.0,"[2, 7, 25, 6]",339.0,300.0,300.0,True,True,300,,,,,,,,True,0.0
3.0,7.0,"[2, 6, 27, 6]",336.0,300.0,300.0,True,True,300,,,,,,,,True,0.0
3.0,7.0,"[2, 8, 24, 6]",352.0,300.0,300.0,True,True,300,,,,,,,,True,0.0
3.0,7.0,"[2, 1, 137, 6]",961.0,7.0,300.0,False,False,300,,,,,,,,False,293.0
3.0,7.0,"[2, 1, 259, 6]",1815.0,7.0,300.0,False,False,300,,,,,,,,False,293.0
3.0,7.0,"[2, 1, 33, 6]",233.0,7.0,300.0,False,False,199,192.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1354071000005205,nonfilling,"[[4, 33]]",False,192.0
3.0,7.0,"[2, 1, 32, 6]",226.0,7.0,300.0,False,False,193,186.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.147278999998889,nonfilling,"[[4, 33]]",False,186.0
3.0,7.0,"[2, 1, 31, 6]",219.0,7.0,300.0,False,False,187,180.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.116907199999332,nonfilling,"[[4, 33]]",False,180.0
3.0,7.0,"[2, 1, 30, 6]",212.0,7.0,300.0,False,False,181,174.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1104978000003029,nonfilling,"[[4, 33], [5, 30]]",False,174.0
3.0,7.0,"[2, 1, 29, 6]",205.0,7.0,300.0,False,False,175,168.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1005502000007254,nonfilling,"[[4, 33], [5, 30]]",False,168.0
3.0,7.0,"[2, 1, 28, 6]",198.0,7.0,300.0,False,False,169,162.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0934321999993699,nonfilling,"[[4, 33], [5, 30]]",False,162.0
3.0,7.0,"[2, 1, 27, 6]",191.0,7.0,300.0,False,False,163,156.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1086219000007986,nonfilling,"[[4, 33], [5, 30], [6, 27]]",False,156.0
3.0,7.0,"[2, 1, 26, 6]",184.0,7.0,300.0,False,False,157,150.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0895825999996304,nonfilling,"[[4, 33], [5, 30], [6, 27]]",False,150.0
3.0,7.0,"[2, 1, 25, 6]",177.0,7.0,300.0,False,False,151,144.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1087986000002274,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25]]",False,144.0
3.0,7.0,"[2, 1, 24, 6]",170.0,7.0,300.0,False,False,145,138.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0963236000006872,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,138.0
3.0,7.0,"[2, 1, 23, 6]",163.0,7.0,300.0,False,False,139,132.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0910082999998849,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,132.0
3.0,7.0,"[2, 1, 22, 6]",156.0,7.0,300.0,False,False,133,126.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0762207000007038,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,126.0
3.0,7.0,"[2, 1, 21, 6]",149.0,7.0,300.0,False,False,127,120.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0885285000003932,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,120.0
3.0,7.0,"[2, 1, 20, 6]",142.0,7.0,300.0,False,False,121,114.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.066362300000037,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,114.0
3.0,7.0,"[2, 1, 19, 6]",135.0,7.0,300.0,False,False,115,108.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0641843000012158,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,108.0
3.0,7.0,"[2, 1, 18, 6]",128.0,7.0,300.0,False,False,109,102.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0855437999998685,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,102.0
3.0,7.0,"[2, 1, 17, 6]",121.0,7.0,300.0,False,False,103,96.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0866272000002936,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,96.0
3.0,7.0,"[2, 1, 16, 6]",114.0,7.0,300.0,False,False,97,90.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0707431999999244,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,90.0
3.0,7.0,"[2, 1, 15, 6]",107.0,7.0,300.0,False,False,91,84.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0564013000002887,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,84.0
3.0,7.0,"[2, 1, 14, 6]",100.0,7.0,300.0,False,False,85,78.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0580487999995966,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,78.0
3.0,7.0,"[2, 1, 13, 6]",93.0,7.0,300.0,False,False,79,72.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0528276999993977,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,72.0
3.0,7.0,"[2, 1, 12, 6]",86.0,7.0,300.0,False,False,73,66.0,293.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0508776999995461,nonfilling,"[[4, 33], [5, 30], [6, 27], [7, 25], [8, 24]]",False,66.0
