h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,is_unimodal,expected_dimension,defect
2,3,"[3, 7, 4]",49,40,40,True,True,True,40,0
2,3,"[3, 64, 4]",448,40,40,True,False,True,40,0
2,3,"[3, 37, 4]",259,40,40,True,False,True,40,0
2,3,"[3, 6, 4]",42,36,40,False,False,True,36,0
2,3,"[3, 15, 4]",105,40,40,True,False,True,40,0
2,3,"[3, 12, 4]",84,40,40,True,False,True,40,0
2,3,"[3, 9, 4]",63,40,40,True,False,True,40,0
2,3,"[3, 8, 4]",56,40,40,True,False,True,40,0
3,3,"[3, 9, 18, 4]",261,220,220,True,True,True,220,0
3,3,"[3, 8, 19, 4]",252,220,220,True,True,True,220,0
3,3,"[3, 10, 17, 4]",268,220,220,True,True,True,220,0
3,3,"[3, 6, 24, 4]",258,220,220,True,True,True,220,0
3,3,"[3, 7, 21, 4]",252,220,220,True,True,True,220,0
3,3,"[3, 13, 33, 4]",600,220,220,True,False,True,220,0
3,3,"[3, 11, 35, 4]",558,220,220,True,False,True,220,0
3,3,"[3, 4, 60, 4]",492,88,220,False,False,True,220,132
3,3,"[3, 55, 4, 4]",401,52,220,False,False,True,220,168
3,3,"[3, 26, 23, 4]",768,220,220,True,False,True,220,0
3,3,"[3, 26, 9, 4]",348,117,220,False,False,True,220,103
3,3,"[3, 40, 5, 4]",340,65,220,False,False,True,220,155
3,3,"[3, 17, 13, 4]",324,169,220,False,False,True,220,51
3,3,"[3, 6, 63, 4]",648,220,220,True,False,True,220,0
3,3,"[3, 55, 9, 4]",696,117,220,False,False,True,220,103
3,3,"[3, 5, 59, 4]",546,150,220,False,False,True,220,70
3,3,"[3, 51, 20, 4]",1253,220,220,True,False,True,220,0
3,3,"[3, 47, 11, 4]",702,143,220,False,False,True,220,77
3,3,"[3, 59, 17, 4]",1248,220,220,True,False,True,220,0
3,3,"[3, 20, 14, 4]",396,182,220,False,False,True,220,38
3,3,"[3, 45, 18, 4]",1017,220,220,True,False,True,220,0
3,3,"[3, 69, 16, 4]",1375,208,220,False,False,True,220,12
3,3,"[3, 35, 20, 4]",885,220,220,True,False,True,220,0
3,3,"[3, 10, 37, 4]",548,220,220,True,False,True,220,0
3,3,"[3, 4, 73, 4]",596,88,220,False,False,True,220,132
3,3,"[3, 8, 55, 4]",684,220,220,True,False,True,220,0
3,3,"[3, 30, 19, 4]",736,220,220,True,False,True,220,0
3,3,"[3, 22, 31, 4]",872,220,220,True,False,True,220,0
3,3,"[3, 11, 25, 4]",408,220,220,True,False,True,220,0
3,3,"[3, 5, 74, 4]",681,150,220,False,False,True,220,70
3,3,"[3, 46, 17, 4]",988,220,220,True,False,True,220,0
3,3,"[3, 27, 17, 4]",608,220,220,True,False,True,220,0
3,3,"[3, 8, 24, 4]",312,220,220,True,False,True,220,0
3,3,"[3, 19, 19, 4]",494,220,220,True,False,True,220,0
3,3,"[3, 11, 21, 4]",348,220,220,True,False,True,220,0
3,3,"[3, 72, 6, 4]",672,78,220,False,False,True,220,142
3,3,"[3, 8, 21, 4]",276,220,220,True,False,True,220,0
3,3,"[3, 75, 4, 4]",541,52,220,False,False,True,220,168
3,3,"[3, 20, 18, 4]",492,220,220,True,False,True,220,0
3,3,"[3, 74, 10, 4]",1002,130,220,False,False,True,220,90
3,3,"[3, 6, 44, 4]",458,220,220,True,False,True,220,0
3,3,"[3, 12, 19, 4]",340,220,220,True,False,True,220,0
3,3,"[3, 9, 17, 4]",248,213,220,False,False,True,220,7
3,3,"[3, 71, 15, 4]",1338,195,220,False,False,True,220,25
3,3,"[3, 6, 25, 4]",268,220,220,True,False,True,220,0
3,3,"[3, 74, 15, 4]",1392,195,220,False,False,True,220,25
3,3,"[3, 75, 10, 4]",1015,130,220,False,False,True,220,90
3,3,"[3, 12, 17, 4]",308,220,220,True,False,True,220,0
3,3,"[3, 5, 75, 4]",690,150,220,False,False,True,220,70
3,3,"[3, 75, 15, 4]",1410,195,220,False,False,True,220,25
3,3,"[3, 6, 22, 4]",238,210,220,False,False,True,210,0
3,3,"[3, 74, 16, 4]",1470,208,220,False,False,True,220,12
3,3,"[3, 6, 23, 4]",248,219,220,False,False,True,219,0
3,3,"[3, 7, 22, 4]",263,220,220,True,False,True,220,0
3,3,"[3, 75, 16, 4]",1489,208,220,False,False,True,220,12
3,3,"[3, 8, 18, 4]",240,214,220,False,False,True,214,0
3,3,"[3, 7, 19, 4]",230,204,220,False,False,True,204,0
3,3,"[3, 7, 20, 4]",241,214,220,False,False,True,214,0
4,3,"[3, 8, 31, 41, 4]",1707,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 41, 31, 4]",1703,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 42, 29, 4]",1739,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 25, 53, 4]",1733,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 40, 30, 4]",1750,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 36, 36, 4]",1713,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 37, 35, 4]",1715,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 40, 33, 4]",1710,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 33, 39, 4]",1731,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 39, 32, 4]",1712,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 35, 38, 4]",1710,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 44, 29, 4]",1721,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 21, 63, 4]",1719,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 30, 42, 4]",1725,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 19, 69, 4]",1719,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 36, 35, 4]",1712,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 38, 32, 4]",1713,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 37, 36, 4]",1716,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 27, 47, 4]",1727,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 32, 41, 4]",1721,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 23, 56, 4]",1720,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 43, 28, 4]",1730,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 34, 37, 4]",1739,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 17, 74, 4]",1734,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 33, 41, 4]",1733,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 25, 54, 4]",1734,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 19, 67, 4]",1739,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 35, 36, 4]",1708,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 42, 30, 4]",1740,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 22, 60, 4]",1735,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 29, 45, 4]",1709,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 38, 33, 4]",1714,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 43, 29, 4]",1731,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 24, 56, 4]",1730,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 27, 49, 4]",1729,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 22, 61, 4]",1736,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 37, 34, 4]",1714,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 24, 55, 4]",1729,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 20, 65, 4]",1721,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 22, 58, 4]",1733,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 18, 73, 4]",1732,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 44, 28, 4]",1720,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 30, 45, 4]",1728,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 34, 38, 4]",1703,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 26, 51, 4]",1733,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 29, 43, 4]",1739,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 23, 58, 4]",1722,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 20, 64, 4]",1720,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 28, 48, 4]",1722,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 19, 68, 4]",1718,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 21, 61, 4]",1717,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 23, 55, 4]",1745,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 40, 32, 4]",1709,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 35, 37, 4]",1709,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 27, 48, 4]",1728,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 27, 50, 4]",1730,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 31, 43, 4]",1709,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 32, 40, 4]",1720,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 28, 45, 4]",1719,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 28, 46, 4]",1720,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 20, 66, 4]",1722,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 21, 62, 4]",1718,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 45, 28, 4]",1708,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 30, 43, 4]",1726,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 20, 63, 4]",1742,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 47, 28, 4]",1728,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 26, 49, 4]",1731,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 29, 46, 4]",1710,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 39, 33, 4]",1713,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 34, 36, 4]",1738,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 30, 44, 4]",1727,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 40, 31, 4]",1708,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 31, 40, 4]",1740,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 25, 50, 4]",1730,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 26, 50, 4]",1732,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 38, 35, 4]",1716,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 33, 38, 4]",1730,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 26, 52, 4]",1734,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 29, 44, 4]",1708,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 17, 75, 4]",1735,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 41, 30, 4]",1746,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 24, 54, 4]",1728,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 45, 29, 4]",1709,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 42, 28, 4]",1738,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 38, 34, 4]",1715,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 39, 31, 4]",1753,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 32, 39, 4]",1719,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 23, 57, 4]",1721,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 22, 59, 4]",1734,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 39, 34, 4]",1714,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 21, 60, 4]",1740,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 44, 30, 4]",1722,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 36, 37, 4]",1714,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 36, 34, 4]",1750,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 34, 39, 4]",1704,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 43, 31, 4]",1733,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 26, 48, 4]",1730,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 25, 51, 4]",1731,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 31, 42, 4]",1708,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 18, 70, 4]",1750,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 41, 29, 4]",1745,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 32, 42, 4]",1722,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 33, 40, 4]",1732,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 43, 30, 4]",1732,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 28, 47, 4]",1721,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 33, 37, 4]",1729,1624,1624,True,True,True,1624,0
4,3,"[3, 7, 18, 72, 4]",1731,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 37, 33, 4]",1713,1624,1624,True,True,True,1624,0
4,3,"[3, 10, 35, 35, 4]",1745,1624,1624,True,True,True,1624,0
4,3,"[3, 6, 41, 32, 4]",1704,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 18, 71, 4]",1730,1624,1624,True,True,True,1624,0
4,3,"[3, 8, 25, 52, 4]",1732,1624,1624,True,True,True,1624,0
4,3,"[3, 9, 24, 53, 4]",1727,1624,1624,True,True,True,1624,0
4,3,"[3, 59, 26, 49, 4]",3181,1624,1624,True,False,False,1624,0
4,3,"[3, 40, 14, 68, 4]",1904,1282,1624,False,False,False,1624,342
4,3,"[3, 58, 24, 33, 4]",2490,1107,1624,False,False,False,1624,517
4,3,"[3, 57, 25, 31, 4]",2495,1093,1624,False,False,False,1624,531
4,3,"[3, 47, 29, 31, 4]",2527,1253,1624,False,False,False,1624,371
4,3,"[3, 33, 16, 51, 4]",1647,1113,1624,False,False,False,1547,434
4,3,"[3, 62, 15, 32, 4]",1724,711,1624,False,False,False,1615,904
4,3,"[3, 65, 18, 68, 4]",2861,1590,1624,False,False,False,1624,34
4,3,"[3, 49, 23, 34, 4]",2192,1091,1624,False,False,False,1624,533
4,3,"[3, 66, 20, 25, 4]",2118,755,1624,False,False,False,1624,869
4,3,"[3, 72, 15, 74, 4]",2702,1467,1624,False,False,False,1624,157
4,3,"[3, 75, 72, 2, 4]",5777,116,1624,False,False,False,1624,1508
4,3,"[3, 55, 30, 73, 4]",4297,1624,1624,True,False,False,1624,0
4,3,"[3, 61, 21, 26, 4]",2114,813,1624,False,False,False,1624,811
4,3,"[3, 40, 22, 75, 4]",2950,1624,1624,True,False,False,1624,0
4,3,"[3, 2, 73, 20, 4]",1692,44,1624,False,False,False,1597,1553
4,3,"[3, 67, 34, 48, 4]",4303,1624,1624,True,False,False,1624,0
4,3,"[3, 56, 30, 38, 4]",3140,1524,1624,False,False,False,1624,100
4,3,"[3, 55, 19, 41, 4]",2153,1073,1624,False,False,False,1624,551
4,3,"[3, 58, 24, 53, 4]",3050,1624,1624,True,False,False,1624,0
4,3,"[3, 49, 21, 45, 4]",2301,1269,1624,False,False,False,1624,355
4,3,"[3, 40, 28, 40, 4]",2520,1492,1624,False,False,False,1624,132
4,3,"[3, 35, 22, 58, 4]",2383,1624,1624,True,False,False,1624,0
4,3,"[3, 54, 26, 39, 4]",2736,1365,1624,False,False,False,1624,259
4,3,"[3, 31, 19, 49, 4]",1809,1249,1624,False,False,False,1624,375
4,3,"[3, 64, 29, 44, 4]",3500,1624,1624,True,False,False,1624,0
4,3,"[3, 37, 29, 50, 4]",2834,1624,1624,True,False,False,1624,0
4,3,"[3, 56, 25, 48, 4]",2960,1569,1624,False,False,False,1624,55
4,3,"[3, 64, 24, 42, 4]",2904,1350,1624,False,False,False,1624,274
4,3,"[3, 73, 23, 30, 4]",2708,987,1624,False,False,False,1624,637
4,3,"[3, 46, 32, 36, 4]",2906,1548,1624,False,False,False,1624,76
4,3,"[3, 56, 19, 71, 4]",2865,1624,1624,True,False,False,1624,0
4,3,"[3, 64, 18, 73, 4]",2950,1624,1624,True,False,False,1624,0
4,3,"[3, 33, 28, 54, 4]",2751,1624,1624,True,False,False,1624,0
4,3,"[3, 33, 25, 62, 4]",2722,1624,1624,True,False,False,1624,0
4,3,"[3, 62, 28, 39, 4]",3170,1461,1624,False,False,False,1624,163
4,3,"[3, 74, 16, 57, 4]",2546,1227,1624,False,False,False,1624,397
4,3,"[3, 58, 21, 47, 4]",2567,1317,1624,False,False,False,1624,307
4,3,"[3, 74, 31, 40, 4]",3916,1624,1624,True,False,False,1624,0
4,3,"[3, 2, 65, 65, 4]",4621,44,1624,False,False,False,1624,1580
4,3,"[3, 66, 20, 36, 4]",2382,1008,1624,False,False,False,1624,616
4,3,"[3, 31, 18, 75, 4]",2301,1624,1624,True,False,False,1624,0
4,3,"[3, 34, 25, 49, 4]",2373,1597,1624,False,False,False,1624,27
4,3,"[3, 71, 32, 39, 4]",3889,1624,1624,True,False,False,1624,0
4,3,"[3, 69, 23, 45, 4]",3009,1377,1624,False,False,False,1624,247
4,3,"[3, 74, 15, 59, 4]",2453,1197,1624,False,False,False,1624,427
4,3,"[3, 73, 29, 38, 4]",3590,1477,1624,False,False,False,1624,147
4,3,"[3, 69, 24, 45, 4]",3123,1431,1624,False,False,False,1624,193
4,3,"[3, 65, 34, 36, 4]",3773,1624,1624,True,False,False,1624,0
4,3,"[3, 75, 32, 33, 4]",3813,1443,1624,False,False,False,1624,181
4,3,"[3, 70, 19, 45, 4]",2575,1161,1624,False,False,False,1624,463
4,3,"[3, 71, 21, 69, 4]",3429,1624,1624,True,False,False,1624,0
4,3,"[3, 2, 75, 28, 4]",2368,44,1624,False,False,False,1624,1580
4,3,"[3, 61, 16, 74, 4]",2639,1550,1624,False,False,False,1624,74
4,3,"[3, 71, 21, 45, 4]",2829,1269,1624,False,False,False,1624,355
4,3,"[3, 41, 18, 69, 4]",2379,1611,1624,False,False,False,1624,13
4,3,"[3, 24, 22, 66, 4]",2316,1624,1624,True,False,False,1624,0
4,3,"[3, 70, 17, 46, 4]",2366,1073,1624,False,False,False,1624,551
4,3,"[3, 62, 25, 47, 4]",3099,1541,1624,False,False,False,1624,83
4,3,"[3, 54, 21, 56, 4]",2696,1533,1624,False,False,False,1624,91
4,3,"[3, 28, 21, 60, 4]",2172,1624,1624,True,False,False,1624,0
4,3,"[3, 69, 31, 41, 4]",3781,1624,1624,True,False,False,1624,0
4,3,"[3, 2, 56, 75, 4]",4618,44,1624,False,False,False,1624,1580
4,3,"[3, 64, 19, 60, 4]",2788,1491,1624,False,False,False,1624,133
4,3,"[3, 37, 29, 43, 4]",2603,1624,1624,True,False,False,1624,0
4,3,"[3, 34, 26, 45, 4]",2336,1539,1624,False,False,False,1624,85
4,3,"[3, 72, 17, 71, 4]",2931,1573,1624,False,False,False,1624,51
4,3,"[3, 30, 25, 53, 4]",2377,1624,1624,True,False,False,1624,0
4,3,"[3, 52, 32, 39, 4]",3224,1624,1624,True,False,False,1624,0
4,3,"[3, 67, 21, 56, 4]",3008,1533,1624,False,False,False,1624,91
4,3,"[3, 29, 22, 52, 4]",2077,1498,1624,False,False,False,1624,126
4,3,"[3, 50, 24, 56, 4]",2918,1624,1624,True,False,False,1624,0
4,3,"[3, 41, 33, 35, 4]",2771,1557,1624,False,False,False,1624,67
4,3,"[3, 68, 29, 39, 4]",3463,1509,1624,False,False,False,1624,115
4,3,"[3, 44, 22, 57, 4]",2582,1623,1624,False,False,False,1624,1
4,3,"[3, 45, 23, 55, 4]",2655,1624,1624,True,False,False,1624,0
4,3,"[3, 72, 28, 44, 4]",3640,1616,1624,False,False,False,1624,8
4,3,"[3, 64, 24, 51, 4]",3156,1593,1624,False,False,False,1624,31
4,3,"[3, 65, 21, 59, 4]",3035,1605,1624,False,False,False,1624,19
4,3,"[3, 38, 31, 39, 4]",2657,1605,1624,False,False,False,1624,19
4,3,"[3, 2, 64, 69, 4]",4826,44,1624,False,False,False,1624,1580
4,3,"[3, 70, 21, 58, 4]",3130,1581,1624,False,False,False,1624,43
4,3,"[3, 45, 27, 47, 4]",2807,1624,1624,True,False,False,1624,0
4,3,"[3, 65, 30, 36, 4]",3369,1458,1624,False,False,False,1624,166
4,3,"[3, 24, 21, 66, 4]",2226,1624,1624,True,False,False,1624,0
4,3,"[3, 73, 24, 46, 4]",3259,1458,1624,False,False,False,1624,166
4,3,"[3, 24, 22, 59, 4]",2134,1624,1624,True,False,False,1624,0
4,3,"[3, 62, 23, 53, 4]",3043,1585,1624,False,False,False,1624,39
4,3,"[3, 75, 28, 38, 4]",3541,1430,1624,False,False,False,1624,194
4,3,"[3, 35, 30, 41, 4]",2549,1623,1624,False,False,False,1624,1
4,3,"[3, 29, 20, 61, 4]",2131,1583,1624,False,False,False,1624,41
4,3,"[3, 73, 20, 58, 4]",3071,1514,1624,False,False,False,1624,110
4,3,"[3, 36, 25, 51, 4]",2487,1624,1624,True,False,False,1624,0
4,3,"[3, 35, 25, 52, 4]",2488,1624,1624,True,False,False,1624,0
4,3,"[3, 48, 28, 45, 4]",2928,1624,1624,True,False,False,1624,0
