h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2.0,6.0,"[4, 63, 9]",819.0,756.0,756.0,True,True,756,,,,,,,,,True,0.0
2.0,6.0,"[4, 3, 9]",39.0,36.0,756.0,False,False,36,0.0,720.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1354762000000846,nonfilling,[[63]],,False,0.0
2.0,6.0,"[4, 2, 9]",26.0,24.0,756.0,False,False,24,0.0,732.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.090551499999492,nonfilling,[[63]],,False,0.0
2.0,6.0,"[4, 1, 9]",13.0,12.0,756.0,False,False,12,0.0,744.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0636801000000559,nonfilling,[[63]],,False,0.0
2.0,6.0,"[4, 81, 9]",1053.0,756.0,756.0,True,False,756,,,,,,,,,True,0.0
2.0,6.0,"[4, 79, 9]",1027.0,756.0,756.0,True,False,756,,,,,,,,,True,0.0
2.0,6.0,"[4, 77, 9]",1001.0,756.0,756.0,True,False,756,,,,,,,,,True,0.0
2.0,6.0,"[4, 72, 9]",936.0,756.0,756.0,True,False,756,,,,,,,,,True,0.0
2.0,6.0,"[4, 69, 9]",897.0,756.0,756.0,True,False,756,,,,,,,,,True,0.0
2.0,6.0,"[4, 65, 9]",845.0,756.0,756.0,True,False,756,,,,,,,,,True,0.0
2.0,6.0,"[4, 62, 9]",806.0,744.0,756.0,False,False,744,,,,,,,,,True,0.0
2.0,6.0,"[4, 61, 9]",793.0,732.0,756.0,False,False,732,0.0,24.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.681792999999743,nonfilling,[[63]],,True,0.0
2.0,6.0,"[4, 60, 9]",780.0,720.0,756.0,False,False,720,0.0,36.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.543355900000279,nonfilling,[[63]],,True,0.0
2.0,6.0,"[4, 59, 9]",767.0,708.0,756.0,False,False,708,0.0,48.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.248396399999365,nonfilling,[[63]],,True,0.0
2.0,6.0,"[4, 58, 9]",754.0,696.0,756.0,False,False,696,0.0,60.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5966293999999834,nonfilling,[[63]],,True,0.0
2.0,6.0,"[4, 57, 9]",741.0,684.0,756.0,False,False,684,0.0,72.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.257991100000254,nonfilling,[[63]],,True,0.0
2.0,6.0,"[4, 56, 9]",728.0,672.0,756.0,False,False,672,0.0,84.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.684072500000184,nonfilling,[[63]],,True,0.0
2.0,6.0,"[4, 55, 9]",715.0,660.0,756.0,False,False,660,0.0,96.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.2890106999993804,nonfilling,[[63]],,True,0.0
2.0,6.0,"[4, 54, 9]",702.0,648.0,756.0,False,False,648,0.0,108.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.971607700000277,nonfilling,[[63]],,True,0.0
2.0,6.0,"[4, 53, 9]",689.0,636.0,756.0,False,False,636,0.0,120.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.096274900000026,nonfilling,[[63]],,True,0.0
2.0,6.0,"[4, 52, 9]",676.0,624.0,756.0,False,False,624,0.0,132.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5099326999998084,nonfilling,[[63]],,True,0.0
