h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2,6,"[3, 10, 1]",40,28,28,True,True,28,,,,,,,,,True,0
2,6,"[3, 197, 1]",788,28,28,True,False,28,,,,,,,,,True,0
2,6,"[3, 154, 1]",616,28,28,True,False,28,,,,,,,,,True,0
2,6,"[3, 67, 1]",268,28,28,True,False,28,,,,,,,,,True,0
2,6,"[3, 8, 1]",32,24,28,False,False,24,,,,,,,,,True,0
2,6,"[3, 35, 1]",140,28,28,True,False,28,,,,,,,,,True,0
2,6,"[3, 18, 1]",72,28,28,True,False,28,,,,,,,,,True,0
2,6,"[3, 14, 1]",56,28,28,True,False,28,,,,,,,,,True,0
2,6,"[3, 13, 1]",52,28,28,True,False,28,,,,,,,,,True,0
2,6,"[3, 11, 1]",44,28,28,True,False,28,,,,,,,,,True,0
2,6,"[3, 9, 1]",36,27,28,False,False,27,,,,,,,,,True,0
3,6,"[3, 21, 32, 1]",767,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 23, 29, 1]",765,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 16, 42, 1]",762,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 9, 77, 1]",797,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 15, 45, 1]",765,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 13, 53, 1]",781,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 18, 38, 1]",776,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 12, 57, 1]",777,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 11, 62, 1]",777,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 20, 34, 1]",774,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 7, 99, 1]",813,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 10, 69, 1]",789,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 19, 35, 1]",757,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 8, 86, 1]",798,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 14, 49, 1]",777,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 24, 28, 1]",772,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 22, 30, 1]",756,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 26, 26, 1]",780,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 25, 27, 1]",777,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 17, 40, 1]",771,703,703,True,True,703,,,,,,,,,True,0
3,6,"[3, 75, 219, 1]",16869,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 228, 70, 1]",16714,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 199, 208, 1]",42197,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 83, 19, 1]",1845,532,703,False,False,703,,,,,,,,,True,171
3,6,"[3, 189, 6, 1]",1707,168,703,False,False,703,,,,,,,,,True,535
3,6,"[3, 126, 19, 1]",2791,532,703,False,False,703,,,,,,,,,True,171
3,6,"[3, 165, 157, 1]",26557,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 25, 236, 1]",6211,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 278, 63, 1]",18411,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 125, 32, 1]",4407,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 9, 150, 1]",1527,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 20, 126, 1]",2706,703,703,True,False,703,,,,,,,,,True,0
3,6,"[3, 105, 38, 1]",4343,703,703,True,False,703,,,,,,,,,True,0
