h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,is_unimodal,defect
2.0,3.0,"[2, 4, 4]",24.0,16.0,16.0,True,True,16,,,,,,,,True,0.0
2.0,3.0,"[2, 1, 4]",6.0,5.0,16.0,False,False,5,0.0,11.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.009852299999693,nonfilling,[[4]],False,0.0
2.0,3.0,"[2, 197, 4]",1182.0,16.0,16.0,True,False,16,,,,,,,,True,0.0
2.0,3.0,"[2, 120, 4]",720.0,16.0,16.0,True,False,16,,,,,,,,True,0.0
2.0,3.0,"[2, 45, 4]",270.0,16.0,16.0,True,False,16,,,,,,,,True,0.0
2.0,3.0,"[2, 31, 4]",186.0,16.0,16.0,True,False,16,,,,,,,,True,0.0
2.0,3.0,"[2, 17, 4]",102.0,16.0,16.0,True,False,16,,,,,,,,True,0.0
2.0,3.0,"[2, 14, 4]",84.0,16.0,16.0,True,False,16,,,,,,,,True,0.0
2.0,3.0,"[2, 12, 4]",72.0,16.0,16.0,True,False,16,,,,,,,,True,0.0
2.0,3.0,"[2, 6, 4]",36.0,16.0,16.0,True,False,16,,,,,,,,True,0.0
2.0,3.0,"[2, 3, 4]",18.0,15.0,16.0,False,False,15,,,,,,,,True,0.0
2.0,3.0,"[2, 2, 4]",12.0,10.0,16.0,False,False,10,0.0,6.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0165170000000216,nonfilling,[[4]],True,0.0
3.0,3.0,"[2, 4, 6, 4]",56.0,40.0,40.0,True,True,40,,,,,,,,True,0.0
3.0,3.0,"[2, 65, 2, 4]",268.0,14.0,40.0,False,False,40,,,,,,,,False,26.0
3.0,3.0,"[2, 186, 1, 4]",562.0,7.0,40.0,False,False,40,,,,,,,,False,33.0
3.0,3.0,"[2, 190, 3, 4]",962.0,21.0,40.0,False,False,40,,,,,,,,False,19.0
3.0,3.0,"[2, 254, 3, 4]",1282.0,21.0,40.0,False,False,40,,,,,,,,False,19.0
3.0,3.0,"[2, 272, 1, 4]",820.0,7.0,40.0,False,False,40,,,,,,,,False,33.0
3.0,3.0,"[2, 297, 2, 4]",1196.0,14.0,40.0,False,False,40,,,,,,,,False,26.0
3.0,3.0,"[2, 290, 3, 4]",1462.0,21.0,40.0,False,False,40,,,,,,,,False,19.0
3.0,3.0,"[2, 296, 3, 4]",1492.0,21.0,40.0,False,False,40,,,,,,,,False,19.0
3.0,3.0,"[2, 297, 3, 4]",1497.0,21.0,40.0,False,False,40,,,,,,,,False,19.0
3.0,3.0,"[2, 299, 3, 4]",1507.0,21.0,40.0,False,False,40,,,,,,,,False,19.0
3.0,3.0,"[2, 300, 1, 4]",904.0,7.0,40.0,False,False,40,,,,,,,,False,33.0
3.0,3.0,"[2, 1, 6, 4]",32.0,5.0,40.0,False,False,25,20.0,35.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0174184000006789,nonfilling,"[[4, 6]]",False,20.0
3.0,3.0,"[2, 4, 3, 4]",32.0,21.0,40.0,False,False,25,4.0,19.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0320584999990387,nonfilling,"[[4, 6]]",False,4.0
3.0,3.0,"[2, 1, 5, 4]",27.0,5.0,40.0,False,False,21,16.0,35.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0172054999984538,nonfilling,"[[4, 6]]",False,16.0
3.0,3.0,"[2, 4, 2, 4]",24.0,14.0,40.0,False,False,18,4.0,26.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0243303000006562,nonfilling,"[[4, 6]]",False,4.0
3.0,3.0,"[2, 1, 4, 4]",22.0,5.0,40.0,False,False,17,12.0,35.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0149000999990676,nonfilling,"[[4, 6]]",False,12.0
3.0,3.0,"[2, 3, 2, 4]",20.0,14.0,40.0,False,False,15,1.0,26.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0232636999990063,nonfilling,"[[4, 6]]",False,1.0
3.0,3.0,"[2, 1, 3, 4]",17.0,5.0,40.0,False,False,13,8.0,35.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0164501999988715,nonfilling,"[[4, 6]]",False,8.0
3.0,3.0,"[2, 4, 1, 4]",16.0,7.0,40.0,False,False,11,4.0,33.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0181900999996287,nonfilling,"[[4, 6]]",False,4.0
3.0,3.0,"[2, 3, 1, 4]",13.0,7.0,40.0,False,False,9,2.0,33.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0191312000006291,nonfilling,"[[4, 6]]",False,2.0
3.0,3.0,"[2, 1, 2, 4]",12.0,5.0,40.0,False,False,9,4.0,35.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0136636000006546,nonfilling,"[[4, 6]]",False,4.0
3.0,3.0,"[2, 2, 1, 4]",10.0,7.0,40.0,False,False,7,0.0,33.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0151055999995151,nonfilling,"[[4, 6]]",False,0.0
3.0,3.0,"[2, 1, 1, 4]",7.0,5.0,40.0,False,False,5,0.0,35.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0108559000000241,nonfilling,"[[4, 6]]",False,0.0
3.0,3.0,"[2, 188, 71, 4]",14008.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 255, 22, 4]",6208.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 36, 297, 4]",11952.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 102, 124, 4]",13348.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 63, 21, 4]",1533.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 263, 19, 4]",5599.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 39, 217, 4]",9409.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 54, 82, 4]",4864.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 2, 294, 4]",1768.0,18.0,40.0,False,False,40,,,,,,,,True,22.0
3.0,3.0,"[2, 38, 17, 4]",790.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 11, 187, 4]",2827.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 52, 7, 4]",496.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 26, 115, 4]",3502.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 5, 257, 4]",2323.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 29, 84, 4]",2830.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 14, 99, 4]",1810.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 9, 100, 4]",1318.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 11, 15, 4]",247.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 33, 10, 4]",436.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 7, 255, 4]",2819.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 95, 6, 4]",784.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 5, 127, 4]",1153.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 74, 6, 4]",616.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 13, 9, 4]",179.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 3, 193, 4]",1357.0,39.0,40.0,False,False,40,,,,,,,,True,1.0
3.0,3.0,"[2, 8, 40, 4]",496.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 11, 13, 4]",217.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 157, 4, 4]",958.0,28.0,40.0,False,False,40,,,,,,,,True,12.0
3.0,3.0,"[2, 4, 9, 4]",80.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 205, 4, 4]",1246.0,28.0,40.0,False,False,40,,,,,,,,True,12.0
3.0,3.0,"[2, 13, 5, 4]",111.0,35.0,40.0,False,False,40,,,,,,,,True,5.0
3.0,3.0,"[2, 3, 300, 4]",2106.0,39.0,40.0,False,False,40,,,,,,,,True,1.0
3.0,3.0,"[2, 29, 5, 4]",223.0,35.0,40.0,False,False,40,,,,,,,,True,5.0
3.0,3.0,"[2, 34, 6, 4]",296.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 131, 5, 4]",937.0,35.0,40.0,False,False,40,,,,,,,,True,5.0
3.0,3.0,"[2, 5, 7, 4]",73.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 182, 5, 4]",1294.0,35.0,40.0,False,False,40,,,,,,,,True,5.0
3.0,3.0,"[2, 266, 4, 4]",1612.0,28.0,40.0,False,False,40,,,,,,,,True,12.0
3.0,3.0,"[2, 14, 6, 4]",136.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 267, 4, 4]",1618.0,28.0,40.0,False,False,40,,,,,,,,True,12.0
3.0,3.0,"[2, 281, 5, 4]",1987.0,35.0,40.0,False,False,40,,,,,,,,True,5.0
3.0,3.0,"[2, 293, 4, 4]",1774.0,28.0,40.0,False,False,40,,,,,,,,True,12.0
3.0,3.0,"[2, 289, 5, 4]",2043.0,35.0,40.0,False,False,40,,,,,,,,True,5.0
3.0,3.0,"[2, 292, 5, 4]",2064.0,35.0,40.0,False,False,40,,,,,,,,True,5.0
3.0,3.0,"[2, 295, 5, 4]",2085.0,35.0,40.0,False,False,40,,,,,,,,True,5.0
3.0,3.0,"[2, 13, 6, 4]",128.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 8, 6, 4]",88.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
3.0,3.0,"[2, 299, 4, 4]",1810.0,28.0,40.0,False,False,40,,,,,,,,True,12.0
3.0,3.0,"[2, 297, 5, 4]",2099.0,35.0,40.0,False,False,40,,,,,,,,True,5.0
3.0,3.0,"[2, 7, 6, 4]",80.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
