h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2,8,"[3, 15, 1]",60,45,45,True,True,45,,,,,,,,,True,0
2,8,"[3, 124, 1]",496,45,45,True,False,45,,,,,,,,,True,0
2,8,"[3, 84, 1]",336,45,45,True,False,45,,,,,,,,,True,0
2,8,"[3, 32, 1]",128,45,45,True,False,45,,,,,,,,,True,0
2,8,"[3, 14, 1]",56,42,45,False,False,42,,,,,,,,,True,0
2,8,"[3, 23, 1]",92,45,45,True,False,45,,,,,,,,,True,0
2,8,"[3, 22, 1]",88,45,45,True,False,45,,,,,,,,,True,0
2,8,"[3, 20, 1]",80,45,45,True,False,45,,,,,,,,,True,0
2,8,"[3, 16, 1]",64,45,45,True,False,45,,,,,,,,,True,0
3,8,"[3, 23, 92, 1]",2277,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 10, 213, 1]",2373,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 15, 141, 1]",2301,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 14, 152, 1]",2322,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 36, 58, 1]",2254,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 38, 55, 1]",2259,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 25, 84, 1]",2259,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 26, 81, 1]",2265,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 11, 193, 1]",2349,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 34, 62, 1]",2272,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 37, 56, 1]",2239,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 13, 163, 1]",2321,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 24, 88, 1]",2272,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 19, 111, 1]",2277,2145,2145,True,True,2145,,,,,,,,,True,0
3,8,"[3, 32, 66, 1]",2274,2145,2145,True,True,2145,,,,,,,,,True,0
