h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2,7,"[1, 1, 5]",6,5,5,True,True,5,,,,,,,,,True,0
2,7,"[1, 230, 5]",1380,5,5,True,False,5,,,,,,,,,True,0
2,7,"[1, 41, 5]",246,5,5,True,False,5,,,,,,,,,True,0
2,7,"[1, 35, 5]",210,5,5,True,False,5,,,,,,,,,True,0
2,7,"[1, 10, 5]",60,5,5,True,False,5,,,,,,,,,True,0
2,7,"[1, 3, 5]",18,5,5,True,False,5,,,,,,,,,True,0
2,7,"[1, 2, 5]",12,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 1, 1, 5]",7,5,5,True,True,5,,,,,,,,,True,0
3,7,"[1, 157, 4, 5]",805,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 101, 2, 5]",313,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 60, 3, 5]",255,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 25, 3, 5]",115,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 57, 2, 5]",181,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 11, 2, 5]",43,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 9, 2, 5]",37,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 8, 2, 5]",34,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 6, 2, 5]",28,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 21, 1, 5]",47,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 8, 1, 5]",21,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 4, 1, 5]",13,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 2, 1, 5]",9,5,5,True,False,5,,,,,,,,,False,0
3,7,"[1, 165, 135, 5]",23115,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 263, 34, 5]",9375,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 107, 19, 5]",2235,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 76, 13, 5]",1129,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 11, 263, 5]",4219,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 55, 240, 5]",14455,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 58, 113, 5]",7177,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 24, 240, 5]",6984,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 50, 99, 5]",5495,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 33, 22, 5]",869,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 4, 18, 5]",166,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 2, 205, 5]",1437,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 156, 12, 5]",2088,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 28, 14, 5]",490,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 3, 92, 5]",739,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 44, 7, 5]",387,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 38, 7, 5]",339,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 3, 90, 5]",723,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 2, 108, 5]",758,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 48, 5, 5]",313,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 2, 103, 5]",723,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 5, 11, 5]",115,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 18, 8, 5]",202,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 3, 64, 5]",515,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 3, 23, 5]",187,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 2, 3, 5]",23,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 2, 2, 5]",16,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 1, 102, 5]",613,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 1, 82, 5]",493,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 1, 22, 5]",133,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 1, 18, 5]",109,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 1, 15, 5]",91,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 1, 4, 5]",25,5,5,True,False,5,,,,,,,,,True,0
3,7,"[1, 1, 2, 5]",13,5,5,True,False,5,,,,,,,,,True,0
