h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect,d0,dh,r
5.0,3.0,"[3, 9, 31, 42, 45, 1]",3543.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 43, 36, 44, 1]",3544.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 11, 29, 50, 35, 1]",3587.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 47, 34, 47, 1]",3543.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 6, 54, 38, 36, 1]",3798.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 41, 38, 40, 1]",3558.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 7, 25, 51, 40, 1]",3551.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 13, 42, 43, 30, 1]",3711.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 49, 51, 14, 1]",3539.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 37, 43, 37, 1]",3579.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 32, 43, 45, 1]",3566.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 41, 52, 20, 1]",3544.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 31, 44, 43, 1]",3605.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 36, 54, 23, 1]",3560.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 50, 46, 20, 1]",3558.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 31, 38, 53, 1]",3551.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 29, 50, 36, 1]",3574.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 33, 48, 35, 1]",3587.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 46, 37, 42, 1]",3592.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 6, 36, 44, 40, 1]",3618.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 17, 41, 39, 38, 1]",3867.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 43, 50, 22, 1]",3594.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 32, 50, 32, 1]",3617.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 25, 43, 51, 1]",3543.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 16, 51, 50, 1]",3530.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 45, 41, 30, 1]",3585.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 14, 50, 53, 1]",3556.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 36, 54, 24, 1]",3537.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 24, 42, 55, 1]",3535.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 36, 45, 34, 1]",3613.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 43, 36, 47, 1]",3563.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 8, 21, 46, 51, 1]",3555.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 45, 47, 21, 1]",3555.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 36, 54, 25, 1]",3553.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 19, 40, 43, 32, 1]",3945.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 39, 39, 42, 1]",3537.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 12, 18, 46, 54, 1]",3618.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 37, 48, 30, 1]",3566.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 42, 52, 18, 1]",3633.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 35, 51, 28, 1]",3583.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 45, 50, 16, 1]",3594.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 31, 49, 36, 1]",3557.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 15, 36, 35, 53, 1]",3753.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 8, 42, 53, 18, 1]",3558.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 17, 50, 50, 1]",3540.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 43, 45, 26, 1]",3545.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 36, 50, 27, 1]",3567.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 41, 33, 54, 1]",3585.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 6, 49, 46, 22, 1]",3600.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 39, 41, 37, 1]",3615.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 33, 49, 32, 1]",3577.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 21, 53, 43, 1]",3603.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 26, 43, 49, 1]",3564.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 36, 51, 29, 1]",3578.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 34, 51, 28, 1]",3597.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 39, 44, 35, 1]",3543.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 36, 37, 50, 1]",3583.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 48, 55, 9, 1]",3552.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 35, 49, 30, 1]",3595.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 32, 50, 33, 1]",3528.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 12, 52, 53, 1]",3538.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 40, 48, 25, 1]",3618.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 47, 46, 23, 1]",3543.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 27, 51, 36, 1]",3579.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 27, 55, 33, 1]",3543.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 41, 54, 17, 1]",3545.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 20, 43, 39, 36, 1]",4037.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 35, 41, 43, 1]",3583.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 14, 54, 48, 1]",3566.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 31, 40, 51, 1]",3535.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 21, 55, 40, 1]",3539.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 15, 54, 48, 1]",3558.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 10, 53, 55, 1]",3578.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 34, 54, 25, 1]",3544.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 41, 47, 26, 1]",3527.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 38, 42, 39, 1]",3560.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 44, 54, 16, 1]",3538.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 13, 39, 52, 21, 1]",3687.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 31, 42, 47, 1]",3561.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 35, 37, 51, 1]",3537.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 35, 52, 26, 1]",3540.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 43, 40, 35, 1]",3569.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 32, 48, 34, 1]",3552.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 30, 46, 41, 1]",3571.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 32, 51, 32, 1]",3541.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 43, 36, 43, 1]",3553.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 7, 27, 53, 35, 1]",3531.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 39, 40, 40, 1]",3536.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 48, 43, 26, 1]",3565.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 43, 45, 29, 1]",3545.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 41, 44, 33, 1]",3597.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 40, 42, 37, 1]",3572.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 30, 43, 45, 1]",3534.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 30, 51, 35, 1]",3548.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 10, 55, 53, 1]",3596.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 35, 47, 32, 1]",3561.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 31, 48, 37, 1]",3573.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 28, 49, 41, 1]",3608.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 23, 46, 50, 1]",3590.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 12, 42, 48, 23, 1]",3683.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 41, 47, 25, 1]",3611.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 36, 40, 42, 1]",3552.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 16, 55, 45, 1]",3552.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 45, 34, 51, 1]",3603.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 11, 40, 33, 54, 1]",3629.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 10, 14, 53, 49, 1]",3558.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 30, 45, 44, 1]",3572.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 18, 49, 51, 1]",3579.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 24, 49, 43, 1]",3542.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 41, 44, 31, 1]",3639.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 30, 40, 51, 1]",3555.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 20, 47, 52, 1]",3574.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 25, 42, 54, 1]",3568.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 12, 33, 41, 44, 1]",3633.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 14, 43, 36, 42, 1]",3746.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 14, 41, 33, 52, 1]",3737.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 6, 35, 48, 34, 1]",3574.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 29, 48, 40, 1]",3576.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 41, 51, 21, 1]",3579.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 46, 38, 36, 1]",3593.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 34, 41, 44, 1]",3649.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 29, 55, 31, 1]",3555.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 43, 50, 20, 1]",3538.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 40, 54, 20, 1]",3561.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 29, 52, 34, 1]",3534.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 33, 37, 55, 1]",3563.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 44, 39, 36, 1]",3532.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 49, 37, 39, 1]",3607.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 10, 46, 46, 20, 1]",3546.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 42, 38, 43, 1]",3543.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 6, 42, 43, 34, 1]",3572.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 12, 37, 36, 50, 1]",3662.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 12, 42, 55, 15, 1]",3690.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 41, 41, 36, 1]",3589.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 20, 54, 42, 1]",3528.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 38, 45, 34, 1]",3561.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 29, 41, 51, 1]",3555.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 25, 55, 34, 1]",3587.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 27, 47, 44, 1]",3561.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 47, 54, 11, 1]",3543.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 49, 55, 9, 1]",3563.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 43, 51, 18, 1]",3589.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 44, 40, 34, 1]",3530.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 27, 42, 52, 1]",3550.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 13, 34, 45, 36, 1]",3667.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 32, 50, 34, 1]",3544.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 15, 31, 40, 49, 1]",3759.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 28, 53, 34, 1]",3661.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 43, 35, 46, 1]",3575.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 6, 36, 37, 52, 1]",3542.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 49, 41, 29, 1]",3539.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 36, 46, 32, 1]",3550.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 27, 40, 55, 1]",3545.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 39, 37, 46, 1]",3569.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 7, 35, 49, 32, 1]",3581.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 38, 51, 25, 1]",3566.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 45, 50, 21, 1]",3609.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 13, 19, 55, 41, 1]",3627.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 17, 54, 45, 1]",3593.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 43, 42, 33, 1]",3547.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 30, 45, 41, 1]",3599.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 31, 53, 30, 1]",3535.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 26, 51, 39, 1]",3528.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 38, 37, 49, 1]",3555.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 10, 37, 50, 26, 1]",3576.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 43, 38, 38, 1]",3576.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 21, 50, 46, 1]",3564.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 42, 41, 35, 1]",3552.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 32, 39, 49, 1]",3558.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 41, 55, 16, 1]",3591.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 28, 53, 35, 1]",3560.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 40, 35, 52, 1]",3573.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 8, 42, 46, 27, 1]",3561.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 31, 55, 28, 1]",3579.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 24, 48, 44, 1]",3551.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 41, 33, 55, 1]",3575.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 7, 45, 34, 48, 1]",3546.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 10, 39, 53, 20, 1]",3567.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 17, 45, 40, 32, 1]",3928.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 25, 46, 47, 1]",3555.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 31, 49, 35, 1]",3575.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 19, 54, 42, 1]",3556.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 44, 45, 26, 1]",3552.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 31, 45, 40, 1]",3541.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 29, 48, 39, 1]",3559.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 48, 51, 16, 1]",3586.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 40, 46, 29, 1]",3547.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 8, 33, 40, 48, 1]",3576.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 9, 19, 48, 50, 1]",3560.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 15, 26, 54, 34, 1]",3709.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 38, 37, 51, 1]",3590.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
5.0,3.0,"[3, 8, 33, 52, 29, 1]",3541.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 6, 38, 51, 27, 1]",3588.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 11, 36, 43, 37, 1]",3605.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 35, 40, 44, 1]",3584.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 7, 46, 45, 25, 1]",3563.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 10, 11, 51, 55, 1]",3561.0,3403.0,3403.0,True,True,3403,,,,,,,,,True,0.0,3,1,3
5.0,3.0,"[3, 14, 43, 34, 47, 1]",3751.0,3403.0,3403.0,True,True,3403,,,,,,,,,False,0.0,3,1,3
