h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect,d0,dh,r
5.0,5.0,"[2, 4, 4, 28, 19, 1]",687.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.627691200003028,filling_maximal_subarchitecture_contradiction,"[[2, 4, 5, 28, 19, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 4, 5, 18, 30, 1]",688.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.883941299995058,filling_maximal_subarchitecture_contradiction,"[[2, 4, 5, 18, 31, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 8, 15, 33, 1]",688.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.19520050000574,filling_maximal_subarchitecture_contradiction,"[[2, 4, 8, 15, 34, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 5, 28, 18, 1]",690.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.806437899998855,filling_maximal_subarchitecture_contradiction,"[[2, 4, 5, 28, 19, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 4, 20, 28, 1]",692.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.893844700003683,filling_maximal_subarchitecture_contradiction,"[[2, 4, 4, 21, 28, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 4, 5, 27, 19, 1]",695.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.24557780000032,filling_maximal_subarchitecture_contradiction,"[[2, 4, 5, 28, 19, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 4, 15, 18, 19, 1]",699.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.65254900000582,filling_maximal_subarchitecture_contradiction,"[[2, 4, 16, 18, 19, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 4, 4, 21, 27, 1]",702.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.455511599997408,filling_maximal_subarchitecture_contradiction,"[[2, 4, 4, 21, 28, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 6, 16, 21, 11, 1]",686.0,626.0,626.0,True,True,626,,,,,,,,,True,0.0,2,1,5
5.0,5.0,"[2, 5, 12, 29, 9, 1]",688.0,626.0,626.0,True,True,626,,,,,,,,,True,0.0,2,1,5
5.0,5.0,"[2, 4, 8, 32, 12, 1]",692.0,626.0,626.0,True,True,626,,,,,,,,,True,0.0,2,1,5
5.0,5.0,"[2, 4, 8, 23, 19, 1]",680.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.9698852000001352,filling_maximal_subarchitecture_contradiction,"[[2, 4, 9, 23, 19, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 4, 10, 22, 18, 1]",682.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.9657784000009996,filling_maximal_subarchitecture_contradiction,"[[2, 4, 10, 22, 19, 1], [2, 4, 10, 23, 18, 1]]","[3, 4]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 9, 23, 18, 1]",683.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.0498874000040814,filling_maximal_subarchitecture_contradiction,"[[2, 4, 9, 23, 19, 1], [2, 4, 10, 23, 18, 1]]","[2, 4]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 16, 18, 17, 1]",683.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.0704568000001018,filling_maximal_subarchitecture_contradiction,"[[2, 4, 16, 18, 18, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 20, 21, 8, 1]",684.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.0327724000017042,filling_maximal_subarchitecture_contradiction,"[[2, 4, 20, 22, 8, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 4, 10, 23, 17, 1]",686.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.958382900003926,filling_maximal_subarchitecture_contradiction,"[[2, 4, 10, 23, 18, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 19, 22, 8, 1]",686.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.9543280000070808,filling_maximal_subarchitecture_contradiction,"[[2, 4, 20, 22, 8, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 4, 20, 22, 7, 1]",689.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.974456800002372,filling_maximal_subarchitecture_contradiction,"[[2, 4, 20, 22, 8, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 6, 36, 12, 1]",692.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5724288999990677,filling_maximal_subarchitecture_contradiction,"[[2, 4, 6, 37, 12, 1], [2, 4, 7, 36, 12, 1]]","[2, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 6, 12, 30, 8, 1]",692.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.9715699000007588,filling_maximal_subarchitecture_contradiction,"[[2, 6, 12, 30, 9, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 7, 36, 11, 1]",695.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.9728056000021752,filling_maximal_subarchitecture_contradiction,"[[2, 4, 7, 36, 12, 1], [2, 4, 7, 37, 11, 1]]","[3, 4]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 20, 11, 33, 1]",704.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.8436029000004053,filling_maximal_subarchitecture_contradiction,"[[2, 4, 21, 11, 33, 1]]",[2],False,0.0,2,1,5
5.0,5.0,"[2, 4, 21, 11, 32, 1]",707.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.846153800004685,filling_maximal_subarchitecture_contradiction,"[[2, 4, 21, 11, 33, 1]]",[4],False,0.0,2,1,5
5.0,5.0,"[2, 5, 7, 18, 27, 1]",684.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.147891100000379,filling_maximal_subarchitecture_contradiction,"[[2, 5, 7, 19, 27, 1], [2, 6, 7, 18, 27, 1]]","[1, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 5, 11, 29, 10, 1]",684.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.0912261000003127,filling_maximal_subarchitecture_contradiction,"[[2, 5, 11, 30, 10, 1], [2, 6, 11, 29, 10, 1]]","[1, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 22, 17, 12, 1]",686.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.613013099999989,filling_maximal_subarchitecture_contradiction,"[[2, 4, 23, 17, 12, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 5, 9, 31, 11, 1]",686.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.3573559000005844,filling_maximal_subarchitecture_contradiction,"[[2, 5, 10, 31, 11, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 5, 13, 25, 11, 1]",686.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.9603649000000587,filling_maximal_subarchitecture_contradiction,"[[2, 5, 14, 25, 11, 1], [2, 6, 13, 25, 11, 1]]","[1, 2]",True,0.0,2,1,5
5.0,5.0,"[2, 6, 12, 27, 10, 1]",688.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.4580509000006714,filling_maximal_subarchitecture_contradiction,"[[2, 6, 12, 28, 10, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 6, 13, 33, 5, 1]",689.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.4231877999991411,filling_maximal_subarchitecture_contradiction,"[[2, 6, 13, 33, 6, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 5, 10, 31, 10, 1]",690.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5055940999991435,filling_maximal_subarchitecture_contradiction,"[[2, 5, 10, 31, 11, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 5, 14, 25, 10, 1]",690.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.4193178999994416,filling_maximal_subarchitecture_contradiction,"[[2, 5, 14, 25, 11, 1], [2, 6, 14, 25, 10, 1]]","[1, 4]",True,0.0,2,1,5
5.0,5.0,"[2, 5, 15, 30, 5, 1]",690.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.393577599999844,filling_maximal_subarchitecture_contradiction,"[[2, 5, 16, 30, 5, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 5, 14, 24, 11, 1]",691.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.4992863000006764,filling_maximal_subarchitecture_contradiction,"[[2, 5, 14, 25, 11, 1], [2, 6, 14, 24, 11, 1]]","[1, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 11, 30, 10, 1]",692.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5222186999999394,filling_maximal_subarchitecture_contradiction,"[[2, 5, 11, 30, 10, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 5, 13, 20, 17, 1]",692.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5022743999979866,filling_maximal_subarchitecture_contradiction,"[[2, 6, 13, 20, 17, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 4, 7, 34, 12, 1]",694.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.7490271999995457,filling_maximal_subarchitecture_contradiction,"[[2, 4, 7, 35, 12, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 4, 22, 19, 9, 1]",694.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.568333100000018,filling_maximal_subarchitecture_contradiction,"[[2, 5, 22, 19, 9, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 5, 21, 19, 9, 1]",694.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.4572264999987965,filling_maximal_subarchitecture_contradiction,"[[2, 5, 22, 19, 9, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 6, 11, 36, 6, 1]",696.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5975226999980805,filling_maximal_subarchitecture_contradiction,"[[2, 6, 11, 37, 6, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 4, 15, 14, 28, 1]",698.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5214803999988362,filling_maximal_subarchitecture_contradiction,"[[2, 4, 15, 15, 28, 1]]",[3],False,0.0,2,1,5
5.0,5.0,"[2, 5, 22, 19, 8, 1]",698.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5034140000025218,filling_maximal_subarchitecture_contradiction,"[[2, 5, 22, 19, 9, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 5, 51, 8, 1]",699.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.6275235999964934,filling_maximal_subarchitecture_contradiction,"[[2, 4, 6, 51, 8, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 4, 14, 25, 11, 1]",700.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.6977490999997826,filling_maximal_subarchitecture_contradiction,"[[2, 5, 14, 25, 11, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 4, 11, 29, 11, 1]",701.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.31418720000147,filling_maximal_subarchitecture_contradiction,"[[2, 4, 12, 29, 11, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 4, 6, 51, 7, 1]",702.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.4300206000007163,filling_maximal_subarchitecture_contradiction,"[[2, 4, 6, 51, 8, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 12, 28, 10, 1]",682.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.0845069999995758,filling_maximal_subarchitecture_contradiction,"[[2, 4, 12, 28, 11, 1], [2, 4, 12, 29, 10, 1], [2, 5, 12, 28, 10, 1]]","[1, 3, 4]",True,0.0,2,1,5
5.0,5.0,"[2, 5, 8, 31, 12, 1]",682.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.1027984000029392,filling_maximal_subarchitecture_contradiction,"[[2, 6, 8, 31, 12, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 5, 16, 28, 5, 1]",683.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.0529059000036796,filling_maximal_subarchitecture_contradiction,"[[2, 5, 16, 29, 5, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 5, 6, 30, 15, 1]",685.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.1178878999999142,filling_maximal_subarchitecture_contradiction,"[[2, 5, 6, 31, 15, 1], [2, 6, 6, 30, 15, 1]]","[1, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 5, 38, 12, 1]",686.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.154439400001138,filling_maximal_subarchitecture_contradiction,"[[2, 5, 5, 38, 12, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 4, 6, 19, 27, 1]",686.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.0877038999969957,filling_maximal_subarchitecture_contradiction,"[[2, 4, 7, 19, 27, 1], [2, 5, 6, 19, 27, 1]]","[1, 2]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 16, 29, 5, 1]",686.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.3731979000003776,filling_maximal_subarchitecture_contradiction,"[[2, 4, 16, 30, 5, 1], [2, 5, 16, 29, 5, 1]]","[1, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 11, 37, 6, 1]",687.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.9530090000043856,filling_maximal_subarchitecture_contradiction,"[[2, 4, 11, 38, 6, 1], [2, 5, 11, 37, 6, 1]]","[1, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 12, 27, 11, 1]",688.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",14.825807900000656,filling_maximal_subarchitecture_contradiction,"[[2, 4, 12, 28, 11, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 4, 7, 19, 26, 1]",689.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",12.197427099999912,filling_maximal_subarchitecture_contradiction,"[[2, 4, 7, 19, 27, 1], [2, 5, 7, 19, 26, 1]]","[1, 4]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 7, 21, 23, 1]",689.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",16.07725290000235,filling_maximal_subarchitecture_contradiction,"[[2, 5, 7, 21, 23, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 4, 10, 30, 11, 1]",689.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",15.121102799996152,filling_maximal_subarchitecture_contradiction,"[[2, 4, 10, 31, 11, 1], [2, 5, 10, 30, 11, 1]]","[1, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 4, 18, 18, 15, 1]",689.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",13.19713110000157,filling_maximal_subarchitecture_contradiction,"[[2, 4, 19, 18, 15, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 5, 13, 32, 6, 1]",689.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",9.403611399997317,filling_maximal_subarchitecture_contradiction,"[[2, 5, 13, 33, 6, 1], [2, 6, 13, 32, 6, 1]]","[1, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 5, 9, 42, 6, 1]",691.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.992678099995828,filling_maximal_subarchitecture_contradiction,"[[2, 5, 9, 43, 6, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 4, 19, 18, 14, 1]",692.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.405502200002957,filling_maximal_subarchitecture_contradiction,"[[2, 4, 19, 18, 15, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 13, 33, 6, 1]",693.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.5648221999945235,filling_maximal_subarchitecture_contradiction,"[[2, 5, 13, 33, 6, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 4, 16, 12, 33, 1]",693.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",9.961781600002723,filling_maximal_subarchitecture_contradiction,"[[2, 4, 16, 12, 34, 1]]",[4],False,0.0,2,1,5
5.0,5.0,"[2, 5, 6, 43, 9, 1]",694.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",5.385693599993829,filling_maximal_subarchitecture_contradiction,"[[2, 6, 6, 43, 9, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 4, 9, 43, 6, 1]",695.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",8.626212300005136,filling_maximal_subarchitecture_contradiction,"[[2, 4, 9, 44, 6, 1], [2, 5, 9, 43, 6, 1]]","[1, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 5, 9, 30, 12, 1]",697.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",7.029241800002637,filling_maximal_subarchitecture_contradiction,"[[2, 6, 9, 30, 12, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 4, 6, 31, 15, 1]",698.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",8.309257900000375,filling_maximal_subarchitecture_contradiction,"[[2, 5, 6, 31, 15, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 5, 13, 11, 40, 1]",698.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",7.976238100003684,filling_maximal_subarchitecture_contradiction,"[[2, 6, 13, 11, 40, 1]]",[1],False,0.0,2,1,5
5.0,5.0,"[2, 6, 13, 11, 39, 1]",701.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.657087200001115,filling_maximal_subarchitecture_contradiction,"[[2, 6, 13, 11, 40, 1]]",[4],False,0.0,2,1,5
5.0,5.0,"[2, 4, 13, 15, 28, 1]",703.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",5.65187569999398,filling_maximal_subarchitecture_contradiction,"[[2, 4, 14, 15, 28, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 6, 9, 37, 8, 1]",703.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.7320011000047089,filling_maximal_subarchitecture_contradiction,"[[2, 7, 9, 37, 8, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 4, 17, 14, 26, 1]",704.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.6551730999999563,filling_maximal_subarchitecture_contradiction,"[[2, 4, 18, 14, 26, 1]]",[2],False,0.0,2,1,5
5.0,5.0,"[2, 6, 4, 23, 24, 1]",704.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.740796899997804,filling_maximal_subarchitecture_contradiction,"[[2, 7, 4, 23, 24, 1]]",[1],False,0.0,2,1,5
5.0,5.0,"[2, 4, 14, 15, 27, 1]",706.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.5733655000003637,filling_maximal_subarchitecture_contradiction,"[[2, 4, 14, 15, 28, 1]]",[4],True,0.0,2,1,5
5.0,5.0,"[2, 4, 18, 14, 25, 1]",707.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",14.54554780000035,filling_maximal_subarchitecture_contradiction,"[[2, 4, 18, 14, 26, 1]]",[4],False,0.0,2,1,5
5.0,5.0,"[2, 6, 4, 24, 23, 1]",707.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",12.641432199998237,filling_maximal_subarchitecture_contradiction,"[[2, 7, 4, 24, 23, 1]]",[1],False,0.0,2,1,5
5.0,5.0,"[2, 7, 8, 35, 10, 1]",710.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",9.852482100002817,filling_maximal_subarchitecture_contradiction,"[[2, 8, 8, 35, 10, 1]]",[1],True,0.0,2,1,5
5.0,5.0,"[2, 4, 15, 20, 17, 1]",725.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",6.990079600000172,filling_maximal_subarchitecture_contradiction,"[[2, 4, 15, 21, 17, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 10, 5, 43, 10, 1]",725.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",16.275611000004574,filling_maximal_subarchitecture_contradiction,"[[2, 10, 5, 43, 11, 1]]",[4],False,0.0,2,1,5
5.0,5.0,"[2, 4, 17, 22, 12, 1]",726.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",7.08610200000112,filling_maximal_subarchitecture_contradiction,"[[2, 4, 17, 23, 12, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 5, 14, 29, 8, 1]",726.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",10.590323299999,filling_maximal_subarchitecture_contradiction,"[[2, 5, 15, 29, 8, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 4, 15, 24, 12, 1]",728.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",4.5953584999952,filling_maximal_subarchitecture_contradiction,"[[2, 4, 16, 24, 12, 1]]",[2],True,0.0,2,1,5
5.0,5.0,"[2, 4, 16, 20, 16, 1]",728.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",7.755975700005365,filling_maximal_subarchitecture_contradiction,"[[2, 4, 16, 21, 16, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 4, 16, 23, 12, 1]",728.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.830374500001199,filling_maximal_subarchitecture_contradiction,"[[2, 4, 16, 24, 12, 1], [2, 4, 17, 23, 12, 1]]","[2, 3]",True,0.0,2,1,5
5.0,5.0,"[2, 9, 10, 34, 8, 1]",728.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",8.088108800002374,filling_maximal_subarchitecture_contradiction,"[[2, 9, 10, 35, 8, 1]]",[3],True,0.0,2,1,5
5.0,5.0,"[2, 4, 21, 13, 26, 1]",729.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.7283165999979246,filling_maximal_subarchitecture_contradiction,"[[2, 4, 22, 13, 26, 1]]",[2],False,0.0,2,1,5
5.0,5.0,"[2, 10, 7, 33, 12, 1]",729.0,626.0,626.0,True,True,626,0.0,0.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",6.1444820999968215,filling_maximal_subarchitecture_contradiction,"[[2, 11, 7, 33, 12, 1]]",[1],False,0.0,2,1,5
