h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,is_unimodal,expected_dimension,defect
3,12,"[2, 10, 14, 1]",174,145,145,True,True,True,145,0
3,12,"[2, 6, 24, 1]",180,145,145,True,True,True,145,0
3,12,"[2, 11, 13, 1]",178,145,145,True,True,True,145,0
3,12,"[2, 8, 18, 1]",178,145,145,True,True,True,145,0
3,12,"[2, 12, 12, 1]",180,145,145,True,True,True,145,0
3,12,"[2, 9, 16, 1]",178,145,145,True,True,True,145,0
3,12,"[2, 7, 20, 1]",174,145,145,True,True,True,145,0
3,12,"[2, 17, 20, 1]",394,145,145,True,False,True,145,0
3,12,"[2, 17, 16, 1]",322,145,145,True,False,True,145,0
3,12,"[2, 11, 22, 1]",286,145,145,True,False,True,145,0
3,12,"[2, 10, 16, 1]",196,145,145,True,False,True,145,0
3,12,"[2, 19, 10, 1]",238,130,145,False,False,True,145,15
3,12,"[2, 16, 14, 1]",270,145,145,True,False,True,145,0
3,12,"[2, 8, 22, 1]",214,145,145,True,False,True,145,0
3,12,"[2, 12, 15, 1]",219,145,145,True,False,True,145,0
3,12,"[2, 8, 20, 1]",196,145,145,True,False,True,145,0
3,12,"[2, 10, 13, 1]",163,140,145,False,False,True,140,0
3,12,"[2, 11, 12, 1]",166,143,145,False,False,True,143,0
3,12,"[2, 9, 18, 1]",198,145,145,True,False,True,145,0
3,12,"[2, 6, 20, 1]",152,126,145,False,False,True,126,0
3,12,"[2, 22, 5, 1]",159,65,145,False,False,True,132,67
3,12,"[2, 27, 9, 1]",306,117,145,False,False,True,145,28
3,12,"[2, 23, 11, 1]",310,143,145,False,False,True,145,2
3,12,"[2, 17, 12, 1]",250,145,145,True,False,True,145,0
3,12,"[2, 5, 23, 1]",148,120,145,False,False,True,120,0
3,12,"[2, 26, 11, 1]",349,143,145,False,False,True,145,2
3,12,"[2, 13, 12, 1]",194,145,145,True,False,True,145,0
3,12,"[2, 6, 21, 1]",159,132,145,False,False,True,132,0
3,12,"[2, 9, 15, 1]",168,144,145,False,False,True,144,0
3,12,"[2, 5, 27, 1]",172,140,145,False,False,True,140,0
3,12,"[2, 6, 22, 1]",166,138,145,False,False,True,138,0
3,12,"[2, 7, 17, 1]",150,126,145,False,False,True,126,0
3,12,"[2, 8, 16, 1]",160,136,145,False,False,True,136,0
3,12,"[2, 7, 21, 1]",182,145,145,True,False,True,145,0
3,12,"[2, 12, 13, 1]",193,145,145,True,False,True,145,0
3,12,"[2, 8, 17, 1]",169,144,145,False,False,True,144,0
3,12,"[2, 27, 11, 1]",362,143,145,False,False,True,145,2
3,12,"[2, 7, 19, 1]",166,140,145,False,False,True,140,0
3,12,"[2, 6, 23, 1]",173,144,145,False,False,True,144,0
