h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,is_unimodal,expected_dimension,defect
2,2,"[3, 3, 1]",12,6,6,True,True,True,6,0
2,2,"[3, 10, 1]",40,6,6,True,False,True,6,0
2,2,"[3, 5, 1]",20,6,6,True,False,True,6,0
2,2,"[3, 4, 1]",16,6,6,True,False,True,6,0
2,2,"[3, 2, 1]",8,5,6,False,False,True,6,1
3,2,"[3, 4, 3, 1]",27,15,15,True,True,True,15,0
3,2,"[3, 2, 4, 1]",18,7,15,False,False,False,12,5
3,2,"[3, 2, 7, 1]",27,7,15,False,False,False,15,8
3,2,"[3, 2, 9, 1]",33,7,15,False,False,False,15,8
3,2,"[3, 1, 10, 1]",23,3,15,False,False,False,12,9
3,2,"[3, 2, 10, 1]",36,7,15,False,False,False,15,8
3,2,"[3, 1, 17, 1]",37,3,15,False,False,False,15,12
3,2,"[3, 1, 19, 1]",41,3,15,False,False,False,15,12
3,2,"[3, 2, 20, 1]",66,7,15,False,False,False,15,8
3,2,"[3, 2, 27, 1]",87,7,15,False,False,False,15,8
3,2,"[3, 2, 31, 1]",99,7,15,False,False,False,15,8
3,2,"[3, 2, 55, 1]",171,7,15,False,False,False,15,8
3,2,"[3, 2, 57, 1]",177,7,15,False,False,False,15,8
3,2,"[3, 2, 59, 1]",183,7,15,False,False,False,15,8
3,2,"[3, 2, 76, 1]",234,7,15,False,False,False,15,8
3,2,"[3, 2, 85, 1]",261,7,15,False,False,False,15,8
3,2,"[3, 2, 98, 1]",300,7,15,False,False,False,15,8
3,2,"[3, 2, 99, 1]",303,7,15,False,False,False,15,8
3,2,"[3, 5, 8, 1]",63,15,15,True,False,True,15,0
3,2,"[3, 5, 6, 1]",51,15,15,True,False,True,15,0
3,2,"[3, 4, 8, 1]",52,15,15,True,False,True,15,0
3,2,"[3, 4, 7, 1]",47,15,15,True,False,True,15,0
3,2,"[3, 10, 5, 1]",85,15,15,True,False,True,15,0
3,2,"[3, 6, 5, 1]",53,15,15,True,False,True,15,0
3,2,"[3, 5, 5, 1]",45,15,15,True,False,True,15,0
3,2,"[3, 3, 8, 1]",41,12,15,False,False,True,15,3
3,2,"[3, 6, 1, 1]",25,6,15,False,False,True,15,9
3,2,"[3, 7, 1, 1]",29,6,15,False,False,True,15,9
3,2,"[3, 10, 1, 1]",41,6,15,False,False,True,15,9
3,2,"[3, 9, 3, 1]",57,15,15,True,False,True,15,0
3,2,"[3, 5, 3, 1]",33,15,15,True,False,True,15,0
3,2,"[3, 4, 5, 1]",37,15,15,True,False,True,15,0
3,2,"[3, 9, 2, 1]",47,11,15,False,False,True,15,4
3,2,"[3, 3, 10, 1]",49,12,15,False,False,True,15,3
3,2,"[3, 10, 2, 1]",52,11,15,False,False,True,15,4
3,2,"[3, 3, 16, 1]",73,12,15,False,False,True,15,3
3,2,"[3, 16, 1, 1]",65,6,15,False,False,True,15,9
3,2,"[3, 20, 1, 1]",81,6,15,False,False,True,15,9
3,2,"[3, 15, 2, 1]",77,11,15,False,False,True,15,4
3,2,"[3, 3, 17, 1]",77,12,15,False,False,True,15,3
3,2,"[3, 19, 2, 1]",97,11,15,False,False,True,15,4
3,2,"[3, 3, 18, 1]",81,12,15,False,False,True,15,3
3,2,"[3, 20, 2, 1]",102,11,15,False,False,True,15,4
3,2,"[3, 3, 19, 1]",85,12,15,False,False,True,15,3
3,2,"[3, 3, 20, 1]",89,12,15,False,False,True,15,3
3,2,"[3, 3, 26, 1]",113,12,15,False,False,True,15,3
3,2,"[3, 28, 2, 1]",142,11,15,False,False,True,15,4
3,2,"[3, 3, 27, 1]",117,12,15,False,False,True,15,3
3,2,"[3, 29, 2, 1]",147,11,15,False,False,True,15,4
3,2,"[3, 3, 29, 1]",125,12,15,False,False,True,15,3
3,2,"[3, 3, 30, 1]",129,12,15,False,False,True,15,3
3,2,"[3, 30, 2, 1]",152,11,15,False,False,True,15,4
3,2,"[3, 32, 2, 1]",162,11,15,False,False,True,15,4
3,2,"[3, 3, 36, 1]",153,12,15,False,False,True,15,3
