h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,is_unimodal,defect
2.0,9.0,"[2, 8, 4]",48.0,40.0,40.0,True,True,40,,,,,,,,True,0.0
2.0,9.0,"[2, 1, 4]",6.0,5.0,40.0,False,False,5,0.0,35.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0155301000013423,nonfilling,[[8]],False,0.0
2.0,9.0,"[2, 16, 4]",96.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,9.0,"[2, 7, 4]",42.0,35.0,40.0,False,False,35,,,,,,,,True,0.0
2.0,9.0,"[2, 12, 4]",72.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,9.0,"[2, 10, 4]",60.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,9.0,"[2, 6, 4]",36.0,30.0,40.0,False,False,30,0.0,10.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0571552999990672,nonfilling,[[8]],True,0.0
2.0,9.0,"[2, 5, 4]",30.0,25.0,40.0,False,False,25,0.0,15.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0553314999997383,nonfilling,[[8]],True,0.0
2.0,9.0,"[2, 4, 4]",24.0,20.0,40.0,False,False,20,0.0,20.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0396063000007416,nonfilling,[[8]],True,0.0
2.0,9.0,"[2, 3, 4]",18.0,15.0,40.0,False,False,15,0.0,25.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0316576000004715,nonfilling,[[8]],True,0.0
2.0,9.0,"[2, 2, 4]",12.0,10.0,40.0,False,False,10,0.0,30.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0227879000012762,nonfilling,[[8]],True,0.0
3.0,9.0,"[2, 6, 36, 4]",372.0,328.0,328.0,True,True,328,,,,,,,,True,0.0
3.0,9.0,"[2, 5, 41, 4]",379.0,328.0,328.0,True,True,328,,,,,,,,True,0.0
3.0,9.0,"[2, 7, 33, 4]",377.0,328.0,328.0,True,True,328,,,,,,,,True,0.0
3.0,9.0,"[2, 10, 26, 4]",384.0,328.0,328.0,True,True,328,,,,,,,,True,0.0
3.0,9.0,"[2, 4, 47, 4]",384.0,328.0,328.0,True,True,328,,,,,,,,True,0.0
3.0,9.0,"[2, 8, 30, 4]",376.0,328.0,328.0,True,True,328,,,,,,,,True,0.0
3.0,9.0,"[2, 9, 27, 4]",369.0,328.0,328.0,True,True,328,,,,,,,,True,0.0
3.0,9.0,"[2, 1, 299, 4]",1497.0,5.0,328.0,False,False,328,,,,,,,,False,323.0
3.0,9.0,"[2, 1, 300, 4]",1502.0,5.0,328.0,False,False,328,,,,,,,,False,323.0
3.0,9.0,"[2, 1, 47, 4]",237.0,5.0,328.0,False,False,189,184.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1056731000007857,nonfilling,"[[4, 47]]",False,184.0
3.0,9.0,"[2, 1, 46, 4]",232.0,5.0,328.0,False,False,185,180.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.10427399999935,nonfilling,"[[4, 47]]",False,180.0
3.0,9.0,"[2, 1, 45, 4]",227.0,5.0,328.0,False,False,181,176.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1339422999990347,nonfilling,"[[4, 47]]",False,176.0
3.0,9.0,"[2, 1, 44, 4]",222.0,5.0,328.0,False,False,177,172.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1068971000004239,nonfilling,"[[4, 47]]",False,172.0
3.0,9.0,"[2, 1, 43, 4]",217.0,5.0,328.0,False,False,173,168.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.146601999998893,nonfilling,"[[4, 47]]",False,168.0
3.0,9.0,"[2, 1, 42, 4]",212.0,5.0,328.0,False,False,169,164.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1024479999996401,nonfilling,"[[4, 47]]",False,164.0
3.0,9.0,"[2, 1, 41, 4]",207.0,5.0,328.0,False,False,165,160.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1071642000006249,nonfilling,"[[4, 47], [5, 41]]",False,160.0
3.0,9.0,"[2, 1, 40, 4]",202.0,5.0,328.0,False,False,161,156.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1029470000012224,nonfilling,"[[4, 47], [5, 41]]",False,156.0
3.0,9.0,"[2, 1, 39, 4]",197.0,5.0,328.0,False,False,157,152.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1108969000015349,nonfilling,"[[4, 47], [5, 41]]",False,152.0
3.0,9.0,"[2, 1, 38, 4]",192.0,5.0,328.0,False,False,153,148.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1120120000014139,nonfilling,"[[4, 47], [5, 41]]",False,148.0
3.0,9.0,"[2, 1, 37, 4]",187.0,5.0,328.0,False,False,149,144.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0914077000015822,nonfilling,"[[4, 47], [5, 41]]",False,144.0
3.0,9.0,"[2, 1, 36, 4]",182.0,5.0,328.0,False,False,145,140.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1055591000003914,nonfilling,"[[4, 47], [5, 41], [6, 36]]",False,140.0
3.0,9.0,"[2, 1, 35, 4]",177.0,5.0,328.0,False,False,141,136.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0919495999987702,nonfilling,"[[4, 47], [5, 41], [6, 36]]",False,136.0
3.0,9.0,"[2, 1, 34, 4]",172.0,5.0,328.0,False,False,137,132.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0807504000003973,nonfilling,"[[4, 47], [5, 41], [6, 36]]",False,132.0
3.0,9.0,"[2, 1, 33, 4]",167.0,5.0,328.0,False,False,133,128.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0903324000009888,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33]]",False,128.0
3.0,9.0,"[2, 1, 32, 4]",162.0,5.0,328.0,False,False,129,124.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0852482999998756,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33]]",False,124.0
3.0,9.0,"[2, 1, 31, 4]",157.0,5.0,328.0,False,False,125,120.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0920103000007657,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33]]",False,120.0
3.0,9.0,"[2, 1, 30, 4]",152.0,5.0,328.0,False,False,121,116.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1060931000010896,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30]]",False,116.0
3.0,9.0,"[2, 1, 29, 4]",147.0,5.0,328.0,False,False,117,112.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0899843999995937,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30]]",False,112.0
3.0,9.0,"[2, 1, 28, 4]",142.0,5.0,328.0,False,False,113,108.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0943666000002849,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30]]",False,108.0
3.0,9.0,"[2, 1, 27, 4]",137.0,5.0,328.0,False,False,109,104.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0786344000007375,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27]]",False,104.0
3.0,9.0,"[2, 1, 26, 4]",132.0,5.0,328.0,False,False,105,100.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0728777000003901,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,100.0
3.0,9.0,"[2, 1, 25, 4]",127.0,5.0,328.0,False,False,101,96.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.074315400001069,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,96.0
3.0,9.0,"[2, 1, 24, 4]",122.0,5.0,328.0,False,False,97,92.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0731507999989844,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,92.0
3.0,9.0,"[2, 1, 23, 4]",117.0,5.0,328.0,False,False,93,88.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0651634999994712,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,88.0
3.0,9.0,"[2, 1, 22, 4]",112.0,5.0,328.0,False,False,89,84.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0689219999985653,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,84.0
3.0,9.0,"[2, 1, 21, 4]",107.0,5.0,328.0,False,False,85,80.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0696750000006432,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,80.0
3.0,9.0,"[2, 1, 20, 4]",102.0,5.0,328.0,False,False,81,76.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.067923200000223,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,76.0
3.0,9.0,"[2, 1, 19, 4]",97.0,5.0,328.0,False,False,77,72.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0731962999998359,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,72.0
3.0,9.0,"[2, 1, 18, 4]",92.0,5.0,328.0,False,False,73,68.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0596427999989828,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,68.0
3.0,9.0,"[2, 1, 17, 4]",87.0,5.0,328.0,False,False,69,64.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.053601499999786,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,64.0
3.0,9.0,"[2, 1, 16, 4]",82.0,5.0,328.0,False,False,65,60.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0675179000008938,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,60.0
3.0,9.0,"[2, 1, 15, 4]",77.0,5.0,328.0,False,False,61,56.0,323.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0515584999993734,nonfilling,"[[4, 47], [5, 41], [6, 36], [7, 33], [8, 30], [9, 27], [10, 26]]",False,56.0
