h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2,7,"[1, 1, 3]",4,3,3,True,True,3,,,,,,,,,True,0
2,7,"[1, 104, 3]",416,3,3,True,False,3,,,,,,,,,True,0
2,7,"[1, 31, 3]",124,3,3,True,False,3,,,,,,,,,True,0
2,7,"[1, 15, 3]",60,3,3,True,False,3,,,,,,,,,True,0
2,7,"[1, 4, 3]",16,3,3,True,False,3,,,,,,,,,True,0
2,7,"[1, 3, 3]",12,3,3,True,False,3,,,,,,,,,True,0
2,7,"[1, 2, 3]",8,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 1, 1, 3]",5,3,3,True,True,3,,,,,,,,,True,0
3,7,"[1, 19, 2, 3]",63,3,3,True,False,3,,,,,,,,,False,0
3,7,"[1, 10, 2, 3]",36,3,3,True,False,3,,,,,,,,,False,0
3,7,"[1, 6, 2, 3]",24,3,3,True,False,3,,,,,,,,,False,0
3,7,"[1, 121, 1, 3]",245,3,3,True,False,3,,,,,,,,,False,0
3,7,"[1, 60, 1, 3]",123,3,3,True,False,3,,,,,,,,,False,0
3,7,"[1, 29, 1, 3]",61,3,3,True,False,3,,,,,,,,,False,0
3,7,"[1, 27, 1, 3]",57,3,3,True,False,3,,,,,,,,,False,0
3,7,"[1, 4, 1, 3]",11,3,3,True,False,3,,,,,,,,,False,0
3,7,"[1, 31, 106, 3]",3635,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 81, 51, 3]",4365,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 57, 22, 3]",1377,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 28, 107, 3]",3345,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 12, 139, 3]",2097,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 41, 79, 3]",3517,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 53, 4, 3]",277,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 32, 46, 3]",1642,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 34, 34, 3]",1292,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 13, 108, 3]",1741,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 27, 42, 3]",1287,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 33, 17, 3]",645,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 2, 208, 3]",1042,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 16, 86, 3]",1650,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 3, 151, 3]",909,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 12, 38, 3]",582,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 2, 137, 3]",687,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 6, 96, 3]",870,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 11, 4, 3]",67,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 3, 128, 3]",771,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 3, 92, 3]",555,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 4, 32, 3]",228,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 10, 17, 3]",231,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 8, 14, 3]",162,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 3, 9, 3]",57,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 2, 127, 3]",637,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 2, 50, 3]",252,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 9, 7, 3]",93,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 2, 30, 3]",152,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 4, 3, 3]",25,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 2, 9, 3]",47,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 3, 8, 3]",51,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 2, 5, 3]",27,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 2, 2, 3]",12,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 1, 101, 3]",405,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 1, 89, 3]",357,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 1, 70, 3]",281,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 1, 21, 3]",85,3,3,True,False,3,,,,,,,,,True,0
3,7,"[1, 1, 5, 3]",21,3,3,True,False,3,,,,,,,,,True,0
4,7,"[1, 1, 1, 1, 3]",6,3,3,True,True,3,,,,,,,,,True,0
