h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,is_unimodal,defect
2.0,7.0,"[2, 7, 5]",49.0,40.0,40.0,True,True,40,,,,,,,,True,0.0
2.0,7.0,"[2, 1, 5]",7.0,6.0,40.0,False,False,6,0.0,34.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.014047999999093,nonfilling,[[7]],False,0.0
2.0,7.0,"[2, 284, 5]",1988.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,7.0,"[2, 58, 5]",406.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,7.0,"[2, 36, 5]",252.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,7.0,"[2, 32, 5]",224.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,7.0,"[2, 22, 5]",154.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,7.0,"[2, 19, 5]",133.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,7.0,"[2, 18, 5]",126.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,7.0,"[2, 8, 5]",56.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,7.0,"[2, 6, 5]",42.0,36.0,40.0,False,False,36,,,,,,,,True,0.0
2.0,7.0,"[2, 5, 5]",35.0,30.0,40.0,False,False,30,0.0,10.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0550017000005027,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 4, 5]",28.0,24.0,40.0,False,False,24,0.0,16.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0548436999997647,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 3, 5]",21.0,18.0,40.0,False,False,18,0.0,22.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0335433999989618,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 2, 5]",14.0,12.0,40.0,False,False,12,0.0,28.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.026430199999595,nonfilling,[[7]],True,0.0
3.0,7.0,"[2, 7, 23, 5]",290.0,250.0,250.0,True,True,250,,,,,,,,True,0.0
3.0,7.0,"[2, 5, 28, 5]",290.0,250.0,250.0,True,True,250,,,,,,,,True,0.0
3.0,7.0,"[2, 6, 25, 5]",287.0,250.0,250.0,True,True,250,,,,,,,,True,0.0
3.0,7.0,"[2, 4, 31, 5]",287.0,250.0,250.0,True,True,250,,,,,,,,True,0.0
3.0,7.0,"[2, 8, 21, 5]",289.0,250.0,250.0,True,True,250,,,,,,,,True,0.0
3.0,7.0,"[2, 1, 107, 5]",644.0,6.0,250.0,False,False,250,,,,,,,,False,244.0
3.0,7.0,"[2, 1, 300, 5]",1802.0,6.0,250.0,False,False,250,,,,,,,,False,244.0
3.0,7.0,"[2, 1, 31, 5]",188.0,6.0,250.0,False,False,156,150.0,244.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0961872999996558,nonfilling,"[[4, 31]]",False,150.0
3.0,7.0,"[2, 1, 30, 5]",182.0,6.0,250.0,False,False,151,145.0,244.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1044523000000481,nonfilling,"[[4, 31]]",False,145.0
3.0,7.0,"[2, 1, 29, 5]",176.0,6.0,250.0,False,False,146,140.0,244.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1072791000005963,nonfilling,"[[4, 31]]",False,140.0
3.0,7.0,"[2, 1, 28, 5]",170.0,6.0,250.0,False,False,141,135.0,244.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.085630300000048,nonfilling,"[[4, 31], [5, 28]]",False,135.0
3.0,7.0,"[2, 1, 27, 5]",164.0,6.0,250.0,False,False,136,130.0,244.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0789554999992105,nonfilling,"[[4, 31], [5, 28]]",False,130.0
3.0,7.0,"[2, 1, 26, 5]",158.0,6.0,250.0,False,False,131,125.0,244.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.08358920000137,nonfilling,"[[4, 31], [5, 28]]",False,125.0
3.0,7.0,"[2, 1, 25, 5]",152.0,6.0,250.0,False,False,126,120.0,244.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0837064999996073,nonfilling,"[[4, 31], [5, 28], [6, 25]]",False,120.0
3.0,7.0,"[2, 1, 24, 5]",146.0,6.0,250.0,False,False,121,115.0,244.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0813765999992028,nonfilling,"[[4, 31], [5, 28], [6, 25]]",False,115.0
