h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,is_unimodal,defect
2.0,5.0,"[2, 5, 5]",35.0,30.0,30.0,True,True,30,,,,,,,,True,0.0
2.0,5.0,"[2, 1, 5]",7.0,6.0,30.0,False,False,6,0.0,24.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0158258999999816,nonfilling,[[5]],False,0.0
2.0,5.0,"[2, 9, 5]",63.0,30.0,30.0,True,False,30,,,,,,,,True,0.0
2.0,5.0,"[2, 8, 5]",56.0,30.0,30.0,True,False,30,,,,,,,,True,0.0
2.0,5.0,"[2, 4, 5]",28.0,24.0,30.0,False,False,24,0.0,6.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0516970999997283,nonfilling,[[5]],True,0.0
2.0,5.0,"[2, 3, 5]",21.0,18.0,30.0,False,False,18,0.0,12.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0379924999997456,nonfilling,[[5]],True,0.0
2.0,5.0,"[2, 2, 5]",14.0,12.0,30.0,False,False,12,0.0,18.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0263921999994636,nonfilling,[[5]],True,0.0
3.0,5.0,"[2, 5, 14, 5]",150.0,130.0,130.0,True,True,130,,,,,,,,True,0.0
3.0,5.0,"[2, 4, 16, 5]",152.0,130.0,130.0,True,True,130,,,,,,,,True,0.0
3.0,5.0,"[2, 6, 13, 5]",155.0,130.0,130.0,True,True,130,,,,,,,,True,0.0
3.0,5.0,"[2, 1, 265, 5]",1592.0,6.0,130.0,False,False,130,,,,,,,,False,124.0
3.0,5.0,"[2, 289, 4, 5]",1754.0,40.0,130.0,False,False,130,,,,,,,,False,90.0
3.0,5.0,"[2, 1, 297, 5]",1784.0,6.0,130.0,False,False,130,,,,,,,,False,124.0
3.0,5.0,"[2, 1, 299, 5]",1796.0,6.0,130.0,False,False,130,,,,,,,,False,124.0
3.0,5.0,"[2, 1, 16, 5]",98.0,6.0,130.0,False,False,81,75.0,124.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0546064999998634,nonfilling,"[[4, 16]]",False,75.0
3.0,5.0,"[2, 1, 15, 5]",92.0,6.0,130.0,False,False,76,70.0,124.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0473765000006096,nonfilling,"[[4, 16]]",False,70.0
3.0,5.0,"[2, 1, 14, 5]",86.0,6.0,130.0,False,False,71,65.0,124.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0463045000014972,nonfilling,"[[4, 16], [5, 14]]",False,65.0
3.0,5.0,"[2, 1, 13, 5]",80.0,6.0,130.0,False,False,66,60.0,124.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.062237100000857,nonfilling,"[[4, 16], [5, 14], [6, 13]]",False,60.0
3.0,5.0,"[2, 1, 12, 5]",74.0,6.0,130.0,False,False,61,55.0,124.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0596021000001201,nonfilling,"[[4, 16], [5, 14], [6, 13]]",False,55.0
3.0,5.0,"[2, 1, 11, 5]",68.0,6.0,130.0,False,False,56,50.0,124.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0424691999996866,nonfilling,"[[4, 16], [5, 14], [6, 13]]",False,50.0
