h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,is_unimodal,shrunk_hidden_layers,defect,d0,dh,r
4.0,6.0,"[2, 7, 18, 6, 1]",254.0,216.0,217.0,False,False,217,1.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.5438012999998136,maximal_subarchitecture_of_recorded_mfa,"[[2, 7, 19, 6, 1]]",True,[2],1.0,2,1,6
4.0,6.0,"[2, 6, 6, 30, 1]",258.0,216.0,217.0,False,False,216,0.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.537467000000106,maximal_subarchitecture_of_recorded_mfa,"[[2, 6, 6, 31, 1]]",True,[3],0.0,2,1,6
4.0,6.0,"[2, 8, 9, 18, 1]",268.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 8, 8, 21, 1]",269.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 13, 9, 18, 1]",323.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 15, 9, 18, 1]",345.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 19, 6, 30, 1]",362.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 16, 12, 12, 1]",380.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 19, 9, 18, 1]",389.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 23, 9, 18, 1]",433.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 16, 18, 6, 1]",434.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 25, 8, 21, 1]",439.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 29, 6, 30, 1]",442.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 24, 9, 18, 1]",444.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 25, 9, 18, 1]",455.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 24, 12, 12, 1]",492.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 25, 12, 12, 1]",506.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 34, 8, 21, 1]",529.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 40, 6, 30, 1]",530.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 36, 8, 21, 1]",549.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 35, 9, 18, 1]",565.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 38, 8, 21, 1]",569.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 45, 6, 30, 1]",570.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 46, 6, 30, 1]",578.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 40, 8, 21, 1]",589.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 39, 9, 18, 1]",609.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 50, 6, 30, 1]",610.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 25, 18, 6, 1]",614.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 40, 9, 18, 1]",620.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 44, 8, 21, 1]",629.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 45, 8, 21, 1]",639.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 46, 8, 21, 1]",649.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 44, 9, 18, 1]",664.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 48, 8, 21, 1]",669.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 37, 12, 12, 1]",674.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 49, 8, 21, 1]",679.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 50, 8, 21, 1]",689.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 40, 12, 12, 1]",716.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 49, 9, 18, 1]",719.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 50, 9, 18, 1]",730.0,216.0,217.0,False,False,217,,,,,,,,False,,1.0,2,1,6
4.0,6.0,"[2, 44, 12, 12, 1]",772.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 48, 12, 12, 1]",828.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 50, 12, 12, 1]",856.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 38, 18, 6, 1]",874.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 39, 18, 6, 1]",894.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 40, 18, 6, 1]",914.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,6.0,"[2, 50, 18, 6, 1]",1114.0,216.0,217.0,False,False,217,,,,,,,,True,,1.0,2,1,6
4.0,2.0,"[3, 5, 11, 12, 5]",262.0,224.0,225.0,False,False,225,1.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.5541696999998749,maximal_subarchitecture_of_recorded_mfa,"[[3, 5, 12, 12, 5]]",True,[2],1.0,3,5,2
4.0,2.0,"[3, 11, 11, 12, 5]",346.0,224.0,225.0,False,False,225,,,,,,,,True,,1.0,3,5,2
4.0,2.0,"[3, 12, 11, 12, 5]",360.0,224.0,225.0,False,False,225,,,,,,,,False,,1.0,3,5,2
4.0,2.0,"[3, 24, 11, 12, 5]",528.0,224.0,225.0,False,False,225,,,,,,,,False,,1.0,3,5,2
4.0,2.0,"[3, 47, 11, 12, 5]",850.0,224.0,225.0,False,False,225,,,,,,,,False,,1.0,3,5,2
4.0,2.0,"[3, 80, 11, 12, 5]",1312.0,224.0,225.0,False,False,225,,,,,,,,False,,1.0,3,5,2
4.0,7.0,"[2, 7, 16, 15, 1]",381.0,343.0,344.0,False,False,343,,,,,,,,True,,0.0,2,1,7
4.0,7.0,"[2, 7, 21, 10, 1]",381.0,343.0,344.0,False,False,343,,,,,,,,True,,0.0,2,1,7
4.0,7.0,"[2, 7, 14, 18, 1]",382.0,343.0,344.0,False,False,343,,,,,,,,True,,0.0,2,1,7
4.0,7.0,"[2, 7, 24, 8, 1]",382.0,343.0,344.0,False,False,343,,,,,,,,True,,0.0,2,1,7
4.0,7.0,"[2, 5, 13, 22, 1]",383.0,343.0,344.0,False,False,343,,,,,,,,True,,0.0,2,1,7
4.0,7.0,"[2, 5, 26, 9, 1]",383.0,343.0,344.0,False,False,343,,,,,,,,True,,0.0,2,1,7
4.0,7.0,"[2, 7, 12, 22, 1]",384.0,343.0,344.0,False,False,343,,,,,,,,True,,0.0,2,1,7
4.0,7.0,"[2, 7, 8, 36, 1]",394.0,343.0,344.0,False,False,343,,,,,,,,True,,0.0,2,1,7
4.0,7.0,"[2, 7, 7, 42, 1]",399.0,343.0,344.0,False,False,343,0.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.8909937999997055,maximal_subarchitecture_of_recorded_mfa,"[[2, 7, 7, 43, 1]]",True,[3],0.0,2,1,7
4.0,7.0,"[2, 41, 7, 42, 1]",705.0,343.0,344.0,False,False,344,,,,,,,,False,,1.0,2,1,7
4.0,7.0,"[2, 45, 7, 42, 1]",741.0,343.0,344.0,False,False,344,,,,,,,,False,,1.0,2,1,7
4.0,7.0,"[2, 46, 7, 42, 1]",750.0,343.0,344.0,False,False,344,,,,,,,,False,,1.0,2,1,7
4.0,7.0,"[2, 48, 7, 42, 1]",768.0,343.0,344.0,False,False,344,,,,,,,,False,,1.0,2,1,7
4.0,7.0,"[2, 50, 7, 42, 1]",786.0,343.0,344.0,False,False,344,,,,,,,,False,,1.0,2,1,7
4.0,7.0,"[2, 53, 7, 42, 1]",813.0,343.0,344.0,False,False,344,,,,,,,,False,,1.0,2,1,7
4.0,7.0,"[2, 54, 7, 42, 1]",822.0,343.0,344.0,False,False,344,,,,,,,,False,,1.0,2,1,7
4.0,3.0,"[3, 7, 23, 11, 1]",446.0,405.0,406.0,False,False,405,,,,,,,,True,,0.0,3,1,3
4.0,3.0,"[3, 7, 17, 17, 1]",446.0,405.0,406.0,False,False,405,,,,,,,,True,,0.0,3,1,3
4.0,3.0,"[3, 9, 22, 10, 1]",455.0,405.0,406.0,False,False,406,,,,,,,,True,,1.0,3,1,3
4.0,3.0,"[3, 9, 18, 14, 1]",455.0,405.0,406.0,False,False,406,,,,,,,,True,,1.0,3,1,3
4.0,3.0,"[3, 9, 12, 25, 1]",460.0,405.0,406.0,False,False,406,,,,,,,,True,,1.0,3,1,3
4.0,3.0,"[3, 53, 15, 18, 1]",1242.0,405.0,406.0,False,False,406,,,,,,,,False,,1.0,3,1,3
4.0,3.0,"[3, 54, 15, 18, 1]",1260.0,405.0,406.0,False,False,406,,,,,,,,False,,1.0,3,1,3
4.0,3.0,"[3, 55, 15, 18, 1]",1278.0,405.0,406.0,False,False,406,,,,,,,,False,,1.0,3,1,3
4.0,2.0,"[5, 13, 24, 9, 1]",602.0,494.0,495.0,False,False,495,,,,,,,,True,,1.0,5,1,2
4.0,2.0,"[5, 13, 21, 16, 1]",690.0,494.0,495.0,False,False,495,,,,,,,,True,,1.0,5,1,2
4.0,8.0,"[2, 5, 39, 9, 1]",565.0,512.0,513.0,False,False,512,,,,,,,,True,,0.0,2,1,8
4.0,8.0,"[2, 9, 32, 8, 1]",570.0,512.0,513.0,False,False,513,1.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",3.266947699999946,maximal_subarchitecture_of_recorded_mfa,"[[2, 9, 32, 9, 1], [2, 9, 33, 8, 1]]",True,"[2, 3]",1.0,2,1,8
4.0,8.0,"[2, 28, 32, 8, 1]",1216.0,512.0,513.0,False,False,513,,,,,,,,True,,1.0,2,1,8
4.0,8.0,"[2, 61, 32, 8, 1]",2338.0,512.0,513.0,False,False,513,,,,,,,,True,,1.0,2,1,8
4.0,8.0,"[2, 62, 32, 8, 1]",2372.0,512.0,513.0,False,False,513,,,,,,,,True,,1.0,2,1,8
4.0,8.0,"[2, 64, 32, 8, 1]",2440.0,512.0,513.0,False,False,513,,,,,,,,True,,1.0,2,1,8
4.0,9.0,"[2, 9, 40, 10, 1]",788.0,729.0,730.0,False,False,729,,,,,,,,True,,0.0,2,1,9
4.0,3.0,"[3, 9, 29, 19, 2]",877.0,811.0,812.0,False,False,812,,,,,,,,True,,1.0,3,2,3
4.0,3.0,"[3, 9, 26, 22, 2]",877.0,811.0,812.0,False,False,812,,,,,,,,True,,1.0,3,2,3
4.0,3.0,"[3, 9, 17, 37, 2]",883.0,811.0,812.0,False,False,812,,,,,,,,True,,1.0,3,2,3
4.0,3.0,"[3, 9, 14, 46, 2]",889.0,811.0,812.0,False,False,812,,,,,,,,True,,1.0,3,2,3
4.0,3.0,"[3, 36, 19, 32, 2]",1464.0,811.0,812.0,False,False,812,,,,,,,,False,,1.0,3,2,3
4.0,3.0,"[3, 39, 19, 32, 2]",1530.0,811.0,812.0,False,False,812,,,,,,,,False,,1.0,3,2,3
4.0,3.0,"[3, 49, 19, 32, 2]",1750.0,811.0,812.0,False,False,812,,,,,,,,False,,1.0,3,2,3
4.0,3.0,"[3, 53, 19, 32, 2]",1838.0,811.0,812.0,False,False,812,,,,,,,,False,,1.0,3,2,3
4.0,3.0,"[3, 54, 19, 32, 2]",1860.0,811.0,812.0,False,False,812,,,,,,,,False,,1.0,3,2,3
4.0,3.0,"[3, 55, 19, 32, 2]",1882.0,811.0,812.0,False,False,812,,,,,,,,False,,1.0,3,2,3
4.0,10.0,"[2, 65, 50, 10, 1]",3890.0,1000.0,1001.0,False,False,1001,,,,,,,,True,,1.0,2,1,10
4.0,10.0,"[2, 72, 50, 10, 1]",4254.0,1000.0,1001.0,False,False,1001,,,,,,,,True,,1.0,2,1,10
4.0,10.0,"[2, 90, 50, 10, 1]",5190.0,1000.0,1001.0,False,False,1001,,,,,,,,True,,1.0,2,1,10
4.0,10.0,"[2, 92, 50, 10, 1]",5294.0,1000.0,1001.0,False,False,1001,,,,,,,,True,,1.0,2,1,10
4.0,10.0,"[2, 93, 50, 10, 1]",5346.0,1000.0,1001.0,False,False,1001,,,,,,,,True,,1.0,2,1,10
4.0,10.0,"[2, 100, 50, 10, 1]",5710.0,1000.0,1001.0,False,False,1001,,,,,,,,True,,1.0,2,1,10
4.0,3.0,"[3, 6, 43, 22, 3]",1288.0,1217.0,1218.0,False,False,1217,,,,,,,,True,,0.0,3,3,3
4.0,3.0,"[3, 6, 25, 40, 3]",1288.0,1217.0,1218.0,False,False,1217,0.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",18.07768049999868,maximal_subarchitecture_of_recorded_mfa,"[[3, 7, 25, 40, 3]]",True,[1],0.0,3,3,3
4.0,3.0,"[3, 7, 25, 39, 3]",1288.0,1217.0,1218.0,False,False,1217,0.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",30.83176580000145,maximal_subarchitecture_of_recorded_mfa,"[[3, 7, 25, 40, 3]]",True,[3],0.0,3,3,3
4.0,3.0,"[3, 9, 34, 26, 3]",1295.0,1217.0,1218.0,False,False,1218,1.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",38.05637639999986,maximal_subarchitecture_of_recorded_mfa,"[[3, 10, 34, 26, 3]]",True,[1],1.0,3,3,3
4.0,3.0,"[3, 9, 22, 43, 3]",1300.0,1217.0,1218.0,False,False,1218,,,,,,,,True,,1.0,3,3,3
4.0,11.0,"[2, 11, 60, 12, 1]",1414.0,1331.0,1332.0,False,False,1331,,,,,,,,True,,0.0,2,1,11
4.0,3.0,"[3, 8, 41, 30, 4]",1702.0,1623.0,1624.0,False,False,1623,,,,,,,,True,,0.0,3,4,3
4.0,3.0,"[3, 8, 34, 37, 4]",1702.0,1623.0,1624.0,False,False,1623,,,,,,,,True,,0.0,3,4,3
4.0,3.0,"[3, 9, 39, 31, 4]",1711.0,1623.0,1624.0,False,False,1624,,,,,,,,True,,1.0,3,4,3
4.0,3.0,"[3, 9, 36, 34, 4]",1711.0,1623.0,1624.0,False,False,1624,,,,,,,,True,,1.0,3,4,3
4.0,3.0,"[3, 8, 19, 67, 4]",1717.0,1623.0,1624.0,False,False,1623,,,,,,,,True,,0.0,3,4,3
4.0,3.0,"[3, 9, 23, 55, 4]",1719.0,1623.0,1624.0,False,False,1624,,,,,,,,True,,1.0,3,4,3
4.0,3.0,"[3, 9, 18, 70, 4]",1729.0,1623.0,1624.0,False,False,1624,,,,,,,,True,,1.0,3,4,3
4.0,3.0,"[3, 11, 19, 66, 4]",1760.0,1623.0,1624.0,False,False,1624,,,,,,,,True,,1.0,3,4,3
4.0,3.0,"[3, 26, 27, 46, 4]",2206.0,1623.0,1624.0,False,False,1624,,,,,,,,True,,1.0,3,4,3
4.0,3.0,"[3, 35, 30, 41, 4]",2549.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 44, 22, 57, 4]",2582.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 36, 30, 41, 4]",2582.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 53, 19, 66, 4]",2684.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 51, 22, 57, 4]",2757.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 59, 19, 66, 4]",2816.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 60, 22, 57, 4]",2982.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 64, 22, 57, 4]",3082.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 74, 19, 66, 4]",3146.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 75, 19, 66, 4]",3168.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 71, 22, 57, 4]",3257.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 63, 27, 46, 4]",3316.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 74, 22, 57, 4]",3332.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 75, 22, 57, 4]",3357.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 67, 30, 41, 4]",3605.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 73, 27, 46, 4]",3616.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 75, 27, 46, 4]",3676.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 70, 30, 41, 4]",3704.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 74, 30, 41, 4]",3836.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
4.0,3.0,"[3, 75, 30, 41, 4]",3869.0,1623.0,1624.0,False,False,1624,,,,,,,,False,,1.0,3,4,3
5.0,1.0,"[2, 2, 1, 2, 1, 2]",12.0,3.0,4.0,False,False,4,,,,,,,,False,,1.0,2,2,1
5.0,1.0,"[2, 1, 2, 2, 1, 2]",12.0,3.0,4.0,False,False,4,,,,,,,,False,,1.0,2,2,1
5.0,1.0,"[2, 2, 2, 1, 1, 2]",13.0,3.0,4.0,False,False,4,,,,,,,,False,,1.0,2,2,1
5.0,1.0,"[2, 2, 1, 2, 2, 2]",16.0,3.0,4.0,False,False,4,,,,,,,,False,,1.0,2,2,1
5.0,1.0,"[2, 1, 2, 2, 2, 2]",16.0,3.0,4.0,False,False,4,,,,,,,,False,,1.0,2,2,1
5.0,1.0,"[2, 2, 2, 2, 1, 2]",16.0,3.0,4.0,False,False,4,,,,,,,,False,,1.0,2,2,1
5.0,1.0,"[2, 2, 2, 1, 2, 2]",16.0,3.0,4.0,False,False,4,,,,,,,,False,,1.0,2,2,1
5.0,2.0,"[2, 3, 4, 5, 6, 4]",92.0,67.0,68.0,False,False,68,1.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.2215808000000834,maximal_subarchitecture_of_recorded_mfa,"[[2, 3, 4, 6, 6, 4], [2, 3, 5, 5, 6, 4]]",True,"[2, 3]",1.0,2,4,2
5.0,2.0,"[2, 17, 4, 5, 6, 4]",176.0,67.0,68.0,False,False,68,,,,,,,,False,,1.0,2,4,2
5.0,2.0,"[2, 31, 4, 5, 6, 4]",260.0,67.0,68.0,False,False,68,,,,,,,,False,,1.0,2,4,2
5.0,2.0,"[2, 32, 4, 5, 6, 4]",266.0,67.0,68.0,False,False,68,,,,,,,,False,,1.0,2,4,2
5.0,3.0,"[2, 3, 4, 10, 4, 1]",102.0,81.0,82.0,False,False,81,0.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1463421999997081,nonfilling,"[[3, 4, 11, 4], [4, 4, 10, 4]]",True,,0.0,2,1,3
5.0,3.0,"[2, 3, 4, 7, 7, 1]",102.0,81.0,82.0,False,False,81,0.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.137620799999695,nonfilling,"[[3, 4, 7, 8], [4, 4, 7, 7]]",True,,0.0,2,1,3
5.0,3.0,"[2, 3, 6, 6, 6, 1]",102.0,81.0,82.0,False,False,81,0.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.145253799999864,nonfilling,"[[3, 6, 6, 7], [3, 7, 6, 6], [4, 6, 6, 6]]",True,,0.0,2,1,3
5.0,3.0,"[2, 3, 7, 6, 5, 1]",104.0,81.0,82.0,False,False,82,,,,,,,,True,,1.0,2,1,3
5.0,3.0,"[2, 4, 6, 7, 4, 1]",106.0,81.0,82.0,False,False,82,,,,,,,,True,,1.0,2,1,3
5.0,3.0,"[2, 3, 8, 6, 5, 1]",113.0,81.0,82.0,False,False,82,,,,,,,,True,,1.0,2,1,3
5.0,3.0,"[2, 3, 9, 6, 5, 1]",122.0,81.0,82.0,False,False,82,,,,,,,,True,,1.0,2,1,3
5.0,3.0,"[2, 7, 5, 6, 7, 1]",128.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 7, 6, 7, 4, 1]",130.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 3, 10, 6, 5, 1]",131.0,81.0,82.0,False,False,82,,,,,,,,True,,1.0,2,1,3
5.0,3.0,"[2, 8, 6, 7, 4, 1]",138.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 9, 6, 7, 4, 1]",146.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 13, 6, 7, 4, 1]",178.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 15, 5, 6, 7, 1]",184.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 15, 6, 7, 4, 1]",194.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 18, 5, 6, 7, 1]",205.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 17, 6, 7, 4, 1]",210.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 18, 6, 7, 4, 1]",218.0,81.0,82.0,False,False,82,,,,,,,,False,,1.0,2,1,3
5.0,3.0,"[2, 3, 54, 6, 5, 1]",527.0,81.0,82.0,False,False,82,,,,,,,,True,,1.0,2,1,3
5.0,3.0,"[2, 3, 55, 6, 5, 1]",536.0,81.0,82.0,False,False,82,,,,,,,,True,,1.0,2,1,3
5.0,3.0,"[2, 3, 56, 6, 5, 1]",545.0,81.0,82.0,False,False,82,,,,,,,,True,,1.0,2,1,3
5.0,2.0,"[3, 5, 8, 11, 4, 1]",191.0,152.0,153.0,False,False,153,,,,,,,,True,,1.0,3,1,2
5.0,2.0,"[3, 5, 8, 10, 6, 1]",201.0,152.0,153.0,False,False,153,,,,,,,,True,,1.0,3,1,2
5.0,2.0,"[3, 5, 9, 9, 6, 1]",201.0,152.0,153.0,False,False,153,,,,,,,,True,,1.0,3,1,2
5.0,2.0,"[3, 6, 9, 9, 5, 1]",203.0,152.0,153.0,False,False,153,1.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.2610387999993691,nonfilling,"[[6, 9, 9, 6]]",True,,1.0,3,1,2
5.0,2.0,"[3, 5, 6, 12, 7, 1]",208.0,152.0,153.0,False,False,153,,,,,,,,True,,1.0,3,1,2
5.0,2.0,"[3, 13, 7, 11, 6, 1]",279.0,152.0,153.0,False,False,153,,,,,,,,False,,1.0,3,1,2
5.0,2.0,"[3, 13, 9, 9, 5, 1]",287.0,152.0,153.0,False,False,153,,,,,,,,True,,1.0,3,1,2
5.0,2.0,"[3, 14, 7, 11, 6, 1]",289.0,152.0,153.0,False,False,153,,,,,,,,False,,1.0,3,1,2
5.0,2.0,"[3, 15, 7, 11, 6, 1]",299.0,152.0,153.0,False,False,153,,,,,,,,False,,1.0,3,1,2
5.0,2.0,"[3, 14, 9, 9, 5, 1]",299.0,152.0,153.0,False,False,153,,,,,,,,True,,1.0,3,1,2
5.0,2.0,"[3, 15, 9, 9, 5, 1]",311.0,152.0,153.0,False,False,153,,,,,,,,True,,1.0,3,1,2
5.0,2.0,"[3, 30, 7, 11, 6, 1]",449.0,152.0,153.0,False,False,153,,,,,,,,False,,1.0,3,1,2
5.0,2.0,"[3, 29, 9, 9, 5, 1]",479.0,152.0,153.0,False,False,153,,,,,,,,True,,1.0,3,1,2
5.0,2.0,"[3, 30, 9, 9, 5, 1]",491.0,152.0,153.0,False,False,153,,,,,,,,True,,1.0,3,1,2
5.0,3.0,"[2, 3, 5, 10, 10, 2]",191.0,163.0,164.0,False,False,163,,,,,,,,True,,0.0,2,2,3
5.0,3.0,"[2, 3, 5, 13, 7, 2]",191.0,163.0,164.0,False,False,163,,,,,,,,True,,0.0,2,2,3
5.0,3.0,"[2, 3, 6, 8, 12, 2]",192.0,163.0,164.0,False,False,163,,,,,,,,True,,0.0,2,2,3
5.0,3.0,"[2, 3, 7, 7, 13, 2]",193.0,163.0,164.0,False,False,163,0.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.3751872999998795,maximal_subarchitecture_of_recorded_mfa,"[[2, 3, 7, 7, 14, 2], [2, 4, 7, 7, 13, 2]]",True,"[1, 4]",0.0,2,2,3
5.0,3.0,"[2, 3, 7, 6, 16, 2]",197.0,163.0,164.0,False,False,164,1.0,1.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.4833126000000902,maximal_subarchitecture_of_recorded_mfa,"[[2, 4, 7, 6, 16, 2]]",False,[1],1.0,2,2,3
5.0,3.0,"[2, 4, 8, 10, 7, 2]",204.0,163.0,164.0,False,False,164,,,,,,,,True,,1.0,2,2,3
5.0,3.0,"[2, 15, 4, 13, 8, 2]",262.0,163.0,164.0,False,False,164,,,,,,,,False,,1.0,2,2,3
5.0,3.0,"[2, 3, 14, 7, 13, 2]",263.0,163.0,164.0,False,False,164,,,,,,,,False,,1.0,2,2,3
5.0,3.0,"[2, 16, 5, 7, 15, 2]",282.0,163.0,164.0,False,False,164,,,,,,,,False,,1.0,2,2,3
5.0,3.0,"[2, 15, 6, 9, 10, 2]",284.0,163.0,164.0,False,False,164,,,,,,,,False,,1.0,2,2,3
