h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,is_unimodal,defect
2.0,7.0,"[2, 7, 7]",63.0,56.0,56.0,True,True,56,,,,,,,,True,0.0
2.0,7.0,"[2, 1, 7]",9.0,8.0,56.0,False,False,8,0.0,48.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0261777000014262,nonfilling,[[7]],False,0.0
2.0,7.0,"[2, 192, 7]",1728.0,56.0,56.0,True,False,56,,,,,,,,True,0.0
2.0,7.0,"[2, 55, 7]",495.0,56.0,56.0,True,False,56,,,,,,,,True,0.0
2.0,7.0,"[2, 52, 7]",468.0,56.0,56.0,True,False,56,,,,,,,,True,0.0
2.0,7.0,"[2, 28, 7]",252.0,56.0,56.0,True,False,56,,,,,,,,True,0.0
2.0,7.0,"[2, 25, 7]",225.0,56.0,56.0,True,False,56,,,,,,,,True,0.0
2.0,7.0,"[2, 16, 7]",144.0,56.0,56.0,True,False,56,,,,,,,,True,0.0
2.0,7.0,"[2, 8, 7]",72.0,56.0,56.0,True,False,56,,,,,,,,True,0.0
2.0,7.0,"[2, 6, 7]",54.0,48.0,56.0,False,False,48,0.0,8.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0923366999995778,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 5, 7]",45.0,40.0,56.0,False,False,40,0.0,16.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0900420999987545,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 4, 7]",36.0,32.0,56.0,False,False,32,0.0,24.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0693278999988251,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 3, 7]",27.0,24.0,56.0,False,False,24,0.0,32.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0516115999998874,nonfilling,[[7]],True,0.0
2.0,7.0,"[2, 2, 7]",18.0,16.0,56.0,False,False,16,0.0,40.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0331800000003568,nonfilling,[[7]],True,0.0
3.0,7.0,"[2, 7, 27, 7]",392.0,350.0,350.0,True,True,350,,,,,,,,True,0.0
3.0,7.0,"[2, 6, 29, 7]",389.0,350.0,350.0,True,True,350,,,,,,,,True,0.0
3.0,7.0,"[2, 4, 35, 7]",393.0,350.0,350.0,True,True,350,,,,,,,,True,0.0
3.0,7.0,"[2, 5, 32, 7]",394.0,350.0,350.0,True,True,350,,,,,,,,True,0.0
3.0,7.0,"[2, 8, 25, 7]",391.0,350.0,350.0,True,True,350,,,,,,,,True,0.0
3.0,7.0,"[2, 1, 265, 7]",2122.0,8.0,350.0,False,False,350,,,,,,,,False,342.0
3.0,7.0,"[2, 177, 5, 7]",1274.0,70.0,350.0,False,False,350,,,,,,,,False,280.0
3.0,7.0,"[2, 1, 286, 7]",2290.0,8.0,350.0,False,False,350,,,,,,,,False,342.0
3.0,7.0,"[2, 300, 4, 7]",1828.0,56.0,350.0,False,False,350,,,,,,,,False,294.0
3.0,7.0,"[2, 1, 298, 7]",2386.0,8.0,350.0,False,False,350,,,,,,,,False,342.0
3.0,7.0,"[2, 1, 35, 7]",282.0,8.0,350.0,False,False,246,238.0,342.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1381676999990304,nonfilling,"[[4, 35]]",False,238.0
