h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,is_unimodal,expected_dimension,defect
2,2,"[8, 8, 1]",72,36,36,True,True,True,36,0
2,2,"[8, 105, 1]",945,36,36,True,False,True,36,0
2,2,"[8, 40, 1]",360,36,36,True,False,True,36,0
2,2,"[8, 38, 1]",342,36,36,True,False,True,36,0
2,2,"[8, 21, 1]",189,36,36,True,False,True,36,0
2,2,"[8, 13, 1]",117,36,36,True,False,True,36,0
2,2,"[8, 11, 1]",99,36,36,True,False,True,36,0
2,2,"[8, 4, 1]",36,26,36,False,False,True,32,6
2,2,"[8, 7, 1]",63,35,36,False,False,True,36,1
3,2,"[8, 22, 11, 1]",429,330,330,True,True,True,330,0
3,2,"[8, 21, 12, 1]",432,330,330,True,True,True,330,0
3,2,"[8, 20, 15, 1]",475,330,330,True,True,True,330,0
3,2,"[8, 5, 139, 1]",874,50,330,False,False,False,330,280
3,2,"[8, 4, 150, 1]",782,38,330,False,False,False,330,292
3,2,"[8, 5, 145, 1]",910,50,330,False,False,False,330,280
3,2,"[8, 6, 149, 1]",1091,63,330,False,False,False,330,267
3,2,"[8, 7, 150, 1]",1256,77,330,False,False,False,330,253
3,2,"[8, 4, 256, 1]",1312,38,330,False,False,False,330,292
3,2,"[8, 5, 284, 1]",1744,50,330,False,False,False,330,280
3,2,"[8, 74, 64, 1]",5392,330,330,True,False,True,330,0
3,2,"[8, 51, 86, 1]",4880,330,330,True,False,True,330,0
3,2,"[8, 10, 132, 1]",1532,125,330,False,False,True,330,205
3,2,"[8, 48, 57, 1]",3177,330,330,True,False,True,330,0
3,2,"[8, 17, 135, 1]",2566,272,330,False,False,True,330,58
3,2,"[8, 42, 28, 1]",1540,330,330,True,False,True,330,0
3,2,"[8, 115, 14, 1]",2544,330,330,True,False,True,330,0
3,2,"[8, 43, 19, 1]",1180,330,330,True,False,True,330,0
3,2,"[8, 95, 6, 1]",1336,201,330,False,False,True,330,129
3,2,"[8, 32, 120, 1]",4216,330,330,True,False,True,330,0
3,2,"[8, 29, 138, 1]",4372,330,330,True,False,True,330,0
3,2,"[8, 38, 68, 1]",2956,330,330,True,False,True,330,0
3,2,"[8, 21, 20, 1]",608,330,330,True,False,True,330,0
3,2,"[8, 18, 13, 1]",391,282,330,False,False,True,330,48
3,2,"[8, 52, 15, 1]",1211,330,330,True,False,True,330,0
3,2,"[8, 121, 6, 1]",1700,201,330,False,False,True,330,129
3,2,"[8, 20, 12, 1]",412,314,330,False,False,True,330,16
3,2,"[8, 30, 17, 1]",767,330,330,True,False,True,330,0
3,2,"[8, 130, 3, 1]",1433,105,330,False,False,True,330,225
3,2,"[8, 20, 115, 1]",2575,330,330,True,False,True,330,0
3,2,"[8, 93, 11, 1]",1778,330,330,True,False,True,330,0
3,2,"[8, 19, 100, 1]",2152,323,330,False,False,True,330,7
3,2,"[8, 59, 11, 1]",1132,330,330,True,False,True,330,0
3,2,"[8, 124, 4, 1]",1492,138,330,False,False,True,330,192
3,2,"[8, 20, 59, 1]",1399,330,330,True,False,True,330,0
3,2,"[8, 137, 7, 1]",2062,231,330,False,False,True,330,99
3,2,"[8, 20, 30, 1]",790,330,330,True,False,True,330,0
3,2,"[8, 84, 10, 1]",1522,315,330,False,False,True,330,15
3,2,"[8, 32, 15, 1]",751,330,330,True,False,True,330,0
3,2,"[8, 119, 8, 1]",1912,260,330,False,False,True,330,70
3,2,"[8, 15, 141, 1]",2376,225,330,False,False,True,330,105
3,2,"[8, 147, 2, 1]",1472,71,330,False,False,True,330,259
3,2,"[8, 143, 6, 1]",2008,201,330,False,False,True,330,129
3,2,"[8, 39, 13, 1]",832,330,330,True,False,True,330,0
3,2,"[8, 11, 148, 1]",1864,143,330,False,False,True,330,187
3,2,"[8, 91, 10, 1]",1648,315,330,False,False,True,330,15
3,2,"[8, 26, 18, 1]",694,330,330,True,False,True,330,0
3,2,"[8, 149, 2, 1]",1492,71,330,False,False,True,330,259
3,2,"[8, 15, 143, 1]",2408,225,330,False,False,True,330,105
3,2,"[8, 18, 111, 1]",2253,297,330,False,False,True,330,33
3,2,"[8, 18, 119, 1]",2405,297,330,False,False,True,330,33
3,2,"[8, 111, 10, 1]",2008,315,330,False,False,True,330,15
3,2,"[8, 37, 13, 1]",790,330,330,True,False,True,330,0
3,2,"[8, 43, 11, 1]",828,330,330,True,False,True,330,0
3,2,"[8, 28, 12, 1]",572,330,330,True,False,True,330,0
3,2,"[8, 115, 10, 1]",2080,315,330,False,False,True,330,15
3,2,"[8, 120, 8, 1]",1928,260,330,False,False,True,330,70
3,2,"[8, 120, 10, 1]",2170,315,330,False,False,True,330,15
3,2,"[8, 20, 24, 1]",664,330,330,True,False,True,330,0
3,2,"[8, 150, 4, 1]",1804,138,330,False,False,True,330,192
3,2,"[8, 122, 9, 1]",2083,288,330,False,False,True,330,42
3,2,"[8, 36, 11, 1]",695,330,330,True,False,True,330,0
3,2,"[8, 145, 6, 1]",2036,201,330,False,False,True,330,129
3,2,"[8, 16, 150, 1]",2678,248,330,False,False,True,330,82
3,2,"[8, 131, 10, 1]",2368,315,330,False,False,True,330,15
3,2,"[8, 149, 7, 1]",2242,231,330,False,False,True,330,99
3,2,"[8, 18, 148, 1]",2956,297,330,False,False,True,330,33
3,2,"[8, 19, 107, 1]",2292,323,330,False,False,True,330,7
3,2,"[8, 141, 9, 1]",2406,288,330,False,False,True,330,42
3,2,"[8, 18, 149, 1]",2975,297,330,False,False,True,330,33
