h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2.0,9.0,"[2, 9, 8]",90.0,80.0,80.0,True,True,80,,,,,,,,,True,0.0
2.0,9.0,"[2, 1, 8]",10.0,9.0,80.0,False,False,9,0.0,71.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0173229000029095,nonfilling,[[9]],,False,0.0
2.0,9.0,"[2, 163, 8]",1630.0,80.0,80.0,True,False,80,,,,,,,,,True,0.0
2.0,9.0,"[2, 129, 8]",1290.0,80.0,80.0,True,False,80,,,,,,,,,True,0.0
2.0,9.0,"[2, 101, 8]",1010.0,80.0,80.0,True,False,80,,,,,,,,,True,0.0
2.0,9.0,"[2, 75, 8]",750.0,80.0,80.0,True,False,80,,,,,,,,,True,0.0
2.0,9.0,"[2, 53, 8]",530.0,80.0,80.0,True,False,80,,,,,,,,,True,0.0
2.0,9.0,"[2, 17, 8]",170.0,80.0,80.0,True,False,80,,,,,,,,,True,0.0
2.0,9.0,"[2, 16, 8]",160.0,80.0,80.0,True,False,80,,,,,,,,,True,0.0
2.0,9.0,"[2, 15, 8]",150.0,80.0,80.0,True,False,80,,,,,,,,,True,0.0
2.0,9.0,"[2, 8, 8]",80.0,72.0,80.0,False,False,72,,,,,,,,,True,0.0
2.0,9.0,"[2, 7, 8]",70.0,63.0,80.0,False,False,63,0.0,17.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1207575000007636,nonfilling,[[9]],,True,0.0
2.0,9.0,"[2, 6, 8]",60.0,54.0,80.0,False,False,54,0.0,26.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0990033999987645,nonfilling,[[9]],,True,0.0
2.0,9.0,"[2, 5, 8]",50.0,45.0,80.0,False,False,45,0.0,35.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0823285999977088,nonfilling,[[9]],,True,0.0
2.0,9.0,"[2, 4, 8]",40.0,36.0,80.0,False,False,36,0.0,44.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0687821999999869,nonfilling,[[9]],,True,0.0
2.0,9.0,"[2, 3, 8]",30.0,27.0,80.0,False,False,27,0.0,53.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0453046000002359,nonfilling,[[9]],,True,0.0
2.0,9.0,"[2, 2, 8]",20.0,18.0,80.0,False,False,18,0.0,62.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0336563999990175,nonfilling,[[9]],,True,0.0
3.0,9.0,"[2, 6, 50, 8]",712.0,656.0,656.0,True,True,656,,,,,,,,,True,0.0
3.0,9.0,"[2, 5, 55, 8]",725.0,656.0,656.0,True,True,656,,,,,,,,,True,0.0
3.0,9.0,"[2, 4, 60, 8]",728.0,656.0,656.0,True,True,656,,,,,,,,,True,0.0
3.0,9.0,"[2, 8, 44, 8]",720.0,656.0,656.0,True,True,656,,,,,,,,,True,0.0
3.0,9.0,"[2, 9, 41, 8]",715.0,656.0,656.0,True,True,656,,,,,,,,,True,0.0
3.0,9.0,"[2, 10, 39, 8]",722.0,656.0,656.0,True,True,656,,,,,,,,,True,0.0
3.0,9.0,"[2, 7, 47, 8]",719.0,656.0,656.0,True,True,656,,,,,,,,,True,0.0
3.0,9.0,"[2, 1, 300, 8]",2702.0,9.0,656.0,False,False,656,,,,,,,,,False,647.0
3.0,9.0,"[2, 1, 60, 8]",542.0,9.0,656.0,False,False,481,472.0,647.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.2581328999985999,nonfilling,"[[4, 60]]",,False,472.0
3.0,9.0,"[2, 1, 59, 8]",533.0,9.0,656.0,False,False,473,464.0,647.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.2817390999989584,nonfilling,"[[4, 60]]",,False,464.0
3.0,9.0,"[2, 1, 58, 8]",524.0,9.0,656.0,False,False,465,456.0,647.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.2284868999995524,nonfilling,"[[4, 60]]",,False,456.0
