h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,is_unimodal,defect
2.0,8.0,"[2, 7, 3]",35.0,27.0,27.0,True,True,27,,,,,,,,True,0.0
2.0,8.0,"[2, 1, 3]",5.0,4.0,27.0,False,False,4,0.0,23.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0081522000000404,nonfilling,[[7]],False,0.0
2.0,8.0,"[2, 252, 3]",1260.0,27.0,27.0,True,False,27,,,,,,,,True,0.0
2.0,8.0,"[2, 32, 3]",160.0,27.0,27.0,True,False,27,,,,,,,,True,0.0
2.0,8.0,"[2, 16, 3]",80.0,27.0,27.0,True,False,27,,,,,,,,True,0.0
2.0,8.0,"[2, 13, 3]",65.0,27.0,27.0,True,False,27,,,,,,,,True,0.0
2.0,8.0,"[2, 11, 3]",55.0,27.0,27.0,True,False,27,,,,,,,,True,0.0
2.0,8.0,"[2, 6, 3]",30.0,24.0,27.0,False,False,24,,,,,,,,True,0.0
2.0,8.0,"[2, 5, 3]",25.0,20.0,27.0,False,False,20,0.0,7.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",2.05702779999956,nonfilling,[[7]],True,0.0
2.0,8.0,"[2, 4, 3]",20.0,16.0,27.0,False,False,16,0.0,11.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.453931500000181,nonfilling,[[7]],True,0.0
2.0,8.0,"[2, 3, 3]",15.0,12.0,27.0,False,False,12,0.0,15.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",1.2760121999999685,nonfilling,[[7]],True,0.0
2.0,8.0,"[2, 2, 3]",10.0,8.0,27.0,False,False,8,0.0,19.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0652419999987614,nonfilling,[[7]],True,0.0
3.0,8.0,"[2, 4, 32, 3]",232.0,195.0,195.0,True,True,195,,,,,,,,True,0.0
3.0,8.0,"[2, 6, 24, 3]",228.0,195.0,195.0,True,True,195,,,,,,,,True,0.0
3.0,8.0,"[2, 5, 28, 3]",234.0,195.0,195.0,True,True,195,,,,,,,,True,0.0
3.0,8.0,"[2, 8, 19, 3]",225.0,195.0,195.0,True,True,195,,,,,,,,True,0.0
3.0,8.0,"[2, 9, 18, 3]",234.0,195.0,195.0,True,True,195,,,,,,,,True,0.0
3.0,8.0,"[2, 7, 21, 3]",224.0,195.0,195.0,True,True,195,,,,,,,,True,0.0
