h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,is_unimodal,expected_dimension,defect
2,6,"[5, 42, 1]",252,210,210,True,True,True,210,0
2,6,"[5, 142, 1]",852,210,210,True,False,True,210,0
2,6,"[5, 82, 1]",492,210,210,True,False,True,210,0
2,6,"[5, 75, 1]",450,210,210,True,False,True,210,0
2,6,"[5, 68, 1]",408,210,210,True,False,True,210,0
2,6,"[5, 65, 1]",390,210,210,True,False,True,210,0
2,6,"[5, 58, 1]",348,210,210,True,False,True,210,0
2,6,"[5, 46, 1]",276,210,210,True,False,True,210,0
2,6,"[5, 36, 1]",216,180,210,False,False,True,180,0
2,6,"[5, 38, 1]",228,190,210,False,False,True,190,0
2,6,"[5, 45, 1]",270,210,210,True,False,True,210,0
2,6,"[5, 41, 1]",246,205,210,False,False,True,205,0
