h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2,13,"[2, 10, 2]",40,28,28,True,True,28,,,,,,,,,True,0
2,13,"[2, 7, 2]",28,21,28,False,False,21,,,,,,,,,True,0
2,13,"[2, 9, 2]",36,27,28,False,False,27,,,,,,,,,True,0
2,13,"[2, 13, 2]",52,28,28,True,False,28,,,,,,,,,True,0
2,13,"[2, 12, 2]",48,28,28,True,False,28,,,,,,,,,True,0
3,13,"[2, 168, 1, 2]",506,15,340,False,False,337,,,,,,,,,False,322
3,13,"[2, 170, 1, 2]",512,15,340,False,False,340,,,,,,,,,False,325
3,13,"[2, 133, 12, 2]",1886,180,340,False,False,340,,,,,,,,,True,160
3,13,"[2, 95, 14, 2]",1548,210,340,False,False,340,,,,,,,,,True,130
3,13,"[2, 153, 3, 2]",771,45,340,False,False,340,,,,,,,,,True,295
3,13,"[2, 139, 8, 2]",1406,120,340,False,False,340,,,,,,,,,True,220
3,13,"[2, 144, 8, 2]",1456,120,340,False,False,340,,,,,,,,,True,220
3,13,"[2, 155, 7, 2]",1409,105,340,False,False,340,,,,,,,,,True,235
3,13,"[2, 145, 8, 2]",1466,120,340,False,False,340,,,,,,,,,True,220
3,13,"[2, 108, 14, 2]",1756,210,340,False,False,340,,,,,,,,,True,130
3,13,"[2, 159, 2, 2]",640,30,340,False,False,340,,,,,,,,,True,310
3,13,"[2, 151, 11, 2]",1985,165,340,False,False,340,,,,,,,,,True,175
3,13,"[2, 125, 14, 2]",2028,210,340,False,False,340,,,,,,,,,True,130
3,13,"[2, 164, 7, 2]",1490,105,340,False,False,340,,,,,,,,,True,235
3,13,"[2, 156, 14, 2]",2524,210,340,False,False,340,,,,,,,,,True,130
3,13,"[2, 169, 7, 2]",1535,105,340,False,False,340,,,,,,,,,True,235
3,13,"[2, 161, 9, 2]",1789,135,340,False,False,340,,,,,,,,,True,205
3,13,"[2, 166, 9, 2]",1844,135,340,False,False,340,,,,,,,,,True,205
3,13,"[2, 163, 10, 2]",1976,150,340,False,False,340,,,,,,,,,True,190
3,13,"[2, 167, 9, 2]",1855,135,340,False,False,340,,,,,,,,,True,205
3,13,"[2, 164, 14, 2]",2652,210,340,False,False,340,,,,,,,,,True,130
3,13,"[2, 168, 11, 2]",2206,165,340,False,False,340,,,,,,,,,True,175
3,13,"[2, 165, 14, 2]",2668,210,340,False,False,340,,,,,,,,,True,130
3,13,"[2, 169, 8, 2]",1706,120,340,False,False,340,,,,,,,,,True,220
3,13,"[2, 170, 9, 2]",1888,135,340,False,False,340,,,,,,,,,True,205
3,13,"[2, 169, 10, 2]",2048,150,340,False,False,340,,,,,,,,,True,190
3,13,"[2, 170, 11, 2]",2232,165,340,False,False,340,,,,,,,,,True,175
3,13,"[2, 169, 13, 2]",2561,195,340,False,False,340,,,,,,,,,True,145
3,13,"[2, 168, 14, 2]",2716,210,340,False,False,340,,,,,,,,,True,130
3,13,"[2, 170, 13, 2]",2576,195,340,False,False,340,,,,,,,,,True,145
3,13,"[2, 170, 14, 2]",2748,210,340,False,False,340,,,,,,,,,True,130
4,13,"[2, 69, 152, 6, 2]",11550,1026,4396,False,False,4396,,,,,,,,,True,3370
4,13,"[2, 155, 140, 9, 2]",23288,1539,4396,False,False,4396,,,,,,,,,True,2857
4,13,"[2, 292, 27, 7, 2]",8671,547,4396,False,False,4396,,,,,,,,,True,3849
4,13,"[2, 127, 141, 2, 2]",18447,342,4396,False,False,4396,,,,,,,,,True,4054
4,13,"[2, 269, 45, 13, 2]",13254,1183,4396,False,False,4396,,,,,,,,,True,3213
4,13,"[2, 67, 108, 14, 2]",8910,2394,4396,False,False,4396,,,,,,,,,True,2002
4,13,"[2, 273, 159, 14, 2]",46207,2394,4396,False,False,4396,,,,,,,,,True,2002
4,13,"[2, 326, 20, 4, 2]",7260,344,4396,False,False,4396,,,,,,,,,True,4052
4,13,"[2, 291, 53, 7, 2]",16390,1067,4396,False,False,4396,,,,,,,,,True,3329
4,13,"[2, 296, 164, 5, 2]",49966,855,4396,False,False,4396,,,,,,,,,True,3541
4,13,"[2, 278, 84, 12, 2]",24940,2052,4396,False,False,4396,,,,,,,,,True,2344
