h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,shrunk_hidden_layers,is_unimodal,defect
2.0,4.0,"[2, 5, 5]",35.0,25.0,25.0,True,True,25,,,,,,,,,True,0.0
2.0,4.0,"[2, 1, 5]",7.0,6.0,25.0,False,False,6,0.0,19.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0167698999994172,nonfilling,[[5]],,False,0.0
2.0,4.0,"[2, 210, 5]",1470.0,25.0,25.0,True,False,25,,,,,,,,,True,0.0
2.0,4.0,"[2, 152, 5]",1064.0,25.0,25.0,True,False,25,,,,,,,,,True,0.0
2.0,4.0,"[2, 51, 5]",357.0,25.0,25.0,True,False,25,,,,,,,,,True,0.0
2.0,4.0,"[2, 32, 5]",224.0,25.0,25.0,True,False,25,,,,,,,,,True,0.0
2.0,4.0,"[2, 29, 5]",203.0,25.0,25.0,True,False,25,,,,,,,,,True,0.0
2.0,4.0,"[2, 14, 5]",98.0,25.0,25.0,True,False,25,,,,,,,,,True,0.0
2.0,4.0,"[2, 4, 5]",28.0,24.0,25.0,False,False,24,,,,,,,,,True,0.0
2.0,4.0,"[2, 9, 5]",63.0,25.0,25.0,True,False,25,,,,,,,,,True,0.0
2.0,4.0,"[2, 6, 5]",42.0,25.0,25.0,True,False,25,,,,,,,,,True,0.0
2.0,4.0,"[2, 3, 5]",21.0,18.0,25.0,False,False,18,0.0,7.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0421621000004961,nonfilling,[[5]],,True,0.0
2.0,4.0,"[2, 2, 5]",14.0,12.0,25.0,False,False,12,0.0,13.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0257591999998112,nonfilling,[[5]],,True,0.0
3.0,4.0,"[2, 4, 11, 5]",107.0,85.0,85.0,True,True,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 5, 10, 5]",110.0,85.0,85.0,True,True,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 1, 291, 5]",1748.0,6.0,85.0,False,False,85,,,,,,,,,False,79.0
3.0,4.0,"[2, 300, 2, 5]",1210.0,18.0,85.0,False,False,85,,,,,,,,,False,67.0
3.0,4.0,"[2, 1, 11, 5]",68.0,6.0,85.0,False,False,56,50.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0469361000014032,nonfilling,"[[4, 11]]",,False,50.0
3.0,4.0,"[2, 1, 10, 5]",62.0,6.0,85.0,False,False,51,45.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0500560000000405,nonfilling,"[[4, 11], [5, 10]]",,False,45.0
3.0,4.0,"[2, 1, 9, 5]",56.0,6.0,85.0,False,False,46,40.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0400616999995691,nonfilling,"[[4, 11], [5, 10]]",,False,40.0
3.0,4.0,"[2, 1, 8, 5]",50.0,6.0,85.0,False,False,41,35.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0458017000000836,nonfilling,"[[4, 11], [5, 10]]",,False,35.0
3.0,4.0,"[2, 5, 4, 5]",50.0,36.0,85.0,False,False,41,5.0,49.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0899564000010286,nonfilling,"[[5, 10]]",,False,5.0
3.0,4.0,"[2, 1, 7, 5]",44.0,6.0,85.0,False,False,36,30.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.034796500000084,nonfilling,"[[4, 11], [5, 10]]",,False,30.0
3.0,4.0,"[2, 5, 3, 5]",40.0,27.0,85.0,False,False,32,5.0,58.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0565732999984902,nonfilling,"[[5, 10]]",,False,5.0
3.0,4.0,"[2, 1, 6, 5]",38.0,6.0,85.0,False,False,31,25.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0306203000000095,nonfilling,"[[4, 11], [5, 10]]",,False,25.0
3.0,4.0,"[2, 4, 3, 5]",35.0,27.0,85.0,False,False,28,1.0,58.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0542361000007076,nonfilling,"[[4, 11], [5, 10]]",,False,1.0
3.0,4.0,"[2, 1, 5, 5]",32.0,6.0,85.0,False,False,26,20.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0291703000002598,nonfilling,"[[4, 11], [5, 10]]",,False,20.0
3.0,4.0,"[2, 5, 2, 5]",30.0,18.0,85.0,False,False,23,5.0,67.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0399240999995527,nonfilling,"[[5, 10]]",,False,5.0
3.0,4.0,"[2, 4, 2, 5]",26.0,18.0,85.0,False,False,20,2.0,67.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0385767000007035,nonfilling,"[[4, 11], [5, 10]]",,False,2.0
3.0,4.0,"[2, 1, 4, 5]",26.0,6.0,85.0,False,False,21,15.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0261766999992687,nonfilling,"[[4, 11], [5, 10]]",,False,15.0
3.0,4.0,"[2, 3, 2, 5]",22.0,17.0,85.0,False,False,17,0.0,68.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0385224000001471,nonfilling,"[[4, 11], [5, 10]]",,False,0.0
3.0,4.0,"[2, 5, 1, 5]",20.0,9.0,85.0,False,False,14,5.0,76.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0284152999993239,nonfilling,"[[5, 10]]",,False,5.0
3.0,4.0,"[2, 1, 3, 5]",20.0,6.0,85.0,False,False,16,10.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0234144000005471,nonfilling,"[[4, 11], [5, 10]]",,False,10.0
3.0,4.0,"[2, 4, 1, 5]",17.0,9.0,85.0,False,False,12,3.0,76.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.028202900000906,nonfilling,"[[4, 11], [5, 10]]",,False,3.0
3.0,4.0,"[2, 3, 1, 5]",14.0,9.0,85.0,False,False,10,1.0,76.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0217904000000999,nonfilling,"[[4, 11], [5, 10]]",,False,1.0
3.0,4.0,"[2, 1, 2, 5]",14.0,6.0,85.0,False,False,11,5.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0223493999983475,nonfilling,"[[4, 11], [5, 10]]",,False,5.0
3.0,4.0,"[2, 2, 1, 5]",11.0,8.0,85.0,False,False,8,0.0,77.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0219913000000815,nonfilling,"[[4, 11], [5, 10]]",,False,0.0
3.0,4.0,"[2, 1, 1, 5]",8.0,6.0,85.0,False,False,6,0.0,79.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0197451000003638,nonfilling,"[[4, 11], [5, 10]]",,False,0.0
3.0,4.0,"[2, 190, 215, 5]",42305.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 165, 75, 5]",13080.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 97, 201, 5]",20696.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 35, 55, 5]",2270.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 7, 235, 5]",2834.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 147, 28, 5]",4550.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 252, 6, 5]",2046.0,54.0,85.0,False,False,85,,,,,,,,,True,31.0
3.0,4.0,"[2, 46, 12, 5]",704.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 3, 39, 5]",318.0,73.0,85.0,False,False,85,,,,,,,,,True,12.0
3.0,4.0,"[2, 17, 46, 5]",1046.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 12, 10, 5]",194.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 10, 24, 5]",380.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 238, 9, 5]",2663.0,81.0,85.0,False,False,85,,,,,,,,,True,4.0
3.0,4.0,"[2, 8, 212, 5]",2772.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 6, 56, 5]",628.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
3.0,4.0,"[2, 5, 109, 5]",1100.0,85.0,85.0,True,False,85,,,,,,,,,True,0.0
