h,exponent,architecture,num_parameters,dimension_computed,ambient_dimension,is_full_dimension,is_minimal,expected_dimension,defect_expected,defect_ambient,backend,primes,elapsed_seconds,status,covered_by_mfa,is_unimodal,defect
2.0,4.0,"[2, 5, 8]",50.0,40.0,40.0,True,True,40,,,,,,,,True,0.0
2.0,4.0,"[2, 1, 8]",10.0,9.0,40.0,False,False,9,0.0,31.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0204092999993008,nonfilling,[[5]],False,0.0
2.0,4.0,"[2, 265, 8]",2650.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,4.0,"[2, 8, 8]",80.0,40.0,40.0,True,False,40,,,,,,,,True,0.0
2.0,4.0,"[2, 4, 8]",40.0,36.0,40.0,False,False,36,,,,,,,,True,0.0
2.0,4.0,"[2, 3, 8]",30.0,27.0,40.0,False,False,27,0.0,13.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0594362999981967,nonfilling,[[5]],True,0.0
2.0,4.0,"[2, 2, 8]",20.0,18.0,40.0,False,False,18,0.0,22.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0351618999993661,nonfilling,[[5]],True,0.0
3.0,4.0,"[2, 4, 12, 8]",152.0,136.0,136.0,True,True,136,,,,,,,,True,0.0
3.0,4.0,"[2, 83, 5, 8]",621.0,60.0,136.0,False,False,136,,,,,,,,False,76.0
3.0,4.0,"[2, 198, 3, 8]",1014.0,36.0,136.0,False,False,136,,,,,,,,False,100.0
3.0,4.0,"[2, 285, 3, 8]",1449.0,36.0,136.0,False,False,136,,,,,,,,False,100.0
3.0,4.0,"[2, 297, 5, 8]",2119.0,60.0,136.0,False,False,136,,,,,,,,False,76.0
3.0,4.0,"[2, 298, 6, 8]",2432.0,72.0,136.0,False,False,136,,,,,,,,False,64.0
3.0,4.0,"[2, 300, 5, 8]",2140.0,60.0,136.0,False,False,136,,,,,,,,False,76.0
3.0,4.0,"[2, 300, 6, 8]",2448.0,72.0,136.0,False,False,136,,,,,,,,False,64.0
3.0,4.0,"[2, 1, 12, 8]",110.0,9.0,136.0,False,False,97,88.0,127.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0581698999994841,nonfilling,"[[4, 12]]",False,88.0
3.0,4.0,"[2, 1, 11, 8]",101.0,9.0,136.0,False,False,89,80.0,127.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0535197999997762,nonfilling,"[[4, 12]]",False,80.0
3.0,4.0,"[2, 1, 10, 8]",92.0,9.0,136.0,False,False,81,72.0,127.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.1126799000012397,nonfilling,"[[4, 12]]",False,72.0
3.0,4.0,"[2, 1, 9, 8]",83.0,9.0,136.0,False,False,73,64.0,127.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0996255999998538,nonfilling,"[[4, 12]]",False,64.0
3.0,4.0,"[2, 1, 8, 8]",74.0,9.0,136.0,False,False,65,56.0,127.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0712590000002819,nonfilling,"[[4, 12]]",False,56.0
3.0,4.0,"[2, 1, 7, 8]",65.0,9.0,136.0,False,False,57,48.0,127.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.051961699999083,nonfilling,"[[4, 12]]",False,48.0
3.0,4.0,"[2, 1, 6, 8]",56.0,9.0,136.0,False,False,49,40.0,127.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0398354999997536,nonfilling,"[[4, 12]]",False,40.0
3.0,4.0,"[2, 1, 5, 8]",47.0,9.0,136.0,False,False,41,32.0,127.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0343552000013005,nonfilling,"[[4, 12]]",False,32.0
3.0,4.0,"[2, 4, 3, 8]",44.0,36.0,136.0,False,False,37,1.0,100.0,dim_backprop_gpu_only/CuPy-CUDA,"(10000019, 19511957)",0.0677280000018072,nonfilling,"[[4, 12]]",False,1.0
